Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Quality of Information and Communications Technology","Communications in Computer and Information Science","","","","10.1007/978-3-030-85347-1","Prof. Ana C. R. PaivaAna Rosa CavalliPaula Ventura MartinsRicardo Pérez-Castillo","2021","http://link.springer.com/book/10.1007/978-3-030-85347-1","Book"
"Evaluation of SOA-Based Web Services and Microservices Architecture Using Complexity Metrics","SN Computer Science","","2","5","10.1007/s42979-021-00767-6","Vinay RajRavichandra Sadam","2021","http://link.springer.com/article/10.1007/s42979-021-00767-6","Article"
"Web Engineering","Lecture Notes in Computer Science","","","","10.1007/978-3-030-74296-6","Ph.D. Marco BrambillaProf. Richard ChbeirFlavius FrasincarDr. Ioana Manolescu","2021","http://link.springer.com/book/10.1007/978-3-030-74296-6","Book"
"Towards a Process to Design Architectures of Service-Oriented Robotic Systems","Software Architecture","","","","10.1007/978-3-319-09970-5_20","Lucas Bueno Ruas OliveiraElena LerouxKatia Romero FelizardoFlavio OquendoElisa Yumi Nakagawa","2014","http://link.springer.com/chapter/10.1007/978-3-319-09970-5_20","Chapter"
"Service-Microservice Architecture for Context-Aware Content Delivery in National Geoinformation Center of Bulgaria","Modeling and Using Context","","","","10.1007/978-3-030-34974-5_4","Todor BranzovKrassimira IvanovaMladen Georgiev","2019","http://link.springer.com/chapter/10.1007/978-3-030-34974-5_4","Chapter"
"Stability Metrics for Continuous Integration of Service-Oriented Systems","Web Engineering","","","","10.1007/978-3-030-74296-6_11","Dionysis AthanasopoulosDaniel Keenan","2021","http://link.springer.com/chapter/10.1007/978-3-030-74296-6_11","Chapter"
"Evaluation of Microservice Architectures: A Metric and Tool-Based Approach","Information Systems in the Big Data Era","","","","10.1007/978-3-319-92901-9_8","Thomas EngelMelanie LangermeierBernhard BauerAlexander Hofmann","2018","http://link.springer.com/chapter/10.1007/978-3-319-92901-9_8","Chapter"
"Business Modeling and Software Design","Lecture Notes in Business Information Processing","","","","10.1007/978-3-030-79976-2","Dr. Boris Shishkov","2021","http://link.springer.com/book/10.1007/978-3-030-79976-2","Book"
"Service-oriented replication strategies for improving quality-of-service in cloud computing: a survey","Cluster Computing","","24","1","10.1007/s10586-020-03108-z","Sarra SlimaniTarek HamrouniFaouzi Ben Charrada","2021","http://link.springer.com/article/10.1007/s10586-020-03108-z","Article"
"RoboSeT: A Tool to Support Cataloging and Discovery of Services for Service-Oriented Robotic Systems","Robotics","","","","10.1007/978-3-662-48134-9_7","Lucas Bueno Ruas OliveiraFelipe Augusto AmaralDiogo B. MartinsFlavio OquendoElisa Yumi Nakagawa","2015","http://link.springer.com/chapter/10.1007/978-3-662-48134-9_7","Chapter"
"Computational Science and Its Applications – ICCSA 2021","Lecture Notes in Computer Science","","","","10.1007/978-3-030-87007-2","Prof. Dr. Osvaldo GervasiBeniamino MurganteDr. Sanjay MisraDr. Chiara GarauIvan BlečićDavid TaniarBernady O. ApduhanAna Maria A. C. RochaEufemia TarantinoCarmelo Maria Torre","2021","http://link.springer.com/book/10.1007/978-3-030-87007-2","Book"
"Masterclass Enterprise Architecture Management","","","","","10.1007/978-3-030-78495-9","Prof. Dr. Jürgen JungAssoc. Prof. Bardo Fraunholz","2021","http://link.springer.com/book/10.1007/978-3-030-78495-9","Book"
"Encyclopedia of Wireless Networks","","","","","10.1007/978-3-319-78262-1","Xuemin (Sherman) ShenXiaodong LinKuan Zhang","2020","http://link.springer.com/referencework/10.1007/978-3-319-78262-1","ReferenceWork"
"Industry practices and challenges for the evolvability assurance of microservices","Empirical Software Engineering","","26","5","10.1007/s10664-021-09999-9","Justus BognerJonas FritzschStefan WagnerAlfred Zimmermann","2021","http://link.springer.com/article/10.1007/s10664-021-09999-9","Article"
"e-Learning, e-Education, and Online Training","Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering","","","","10.1007/978-3-030-84386-1","Weina FuShuai LiuJianhua Dai","2021","http://link.springer.com/book/10.1007/978-3-030-84386-1","Book"
"The Semantic Web","Lecture Notes in Computer Science","","","","10.1007/978-3-030-49461-2","Andreas HarthSabrina KirraneAxel-Cyrille Ngonga NgomoHeiko PaulheimAnisa RulaAnna Lisa GentileDr. Peter HaaseMichael Cochez","2020","http://link.springer.com/book/10.1007/978-3-030-49461-2","Book"
"A review and future directions of SOA-based software architecture modeling approaches for System of Systems","Service Oriented Computing and Applications","","12","3 - 4","10.1007/s11761-018-0245-1","Ahmad MohsinNaeem Khalid Janjua","2018","http://link.springer.com/article/10.1007/s11761-018-0245-1","Article"
"Information and Communication Technologies in Education, Research, and Industrial Applications","Communications in Computer and Information Science","","","","10.1007/978-3-030-77592-6","Prof. Dr. Andreas BollinVadim ErmolayevHeinrich C. MayrProf. Dr. Mykola NikitchenkoAleksander SpivakovskyMykola TkachukVitaliy YakovynaGrygoriy Zholtkevych","2021","http://link.springer.com/book/10.1007/978-3-030-77592-6","Book"
"A Process Framework for Designing Software Reference Architectures for Providing Tools as a Service","Product-Focused Software Process Improvement","","","","10.1007/978-3-319-49094-6_8","Muhammad Aufeef ChauhanMuhammad Ali BabarChristian W. Probst","2016","http://link.springer.com/chapter/10.1007/978-3-319-49094-6_8","Chapter"
"Advancing Research in Information and Communication Technology","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-030-81701-5","Michael GoedickeProf. Dr. Erich NeuholdProf. Dr. Kai Rannenberg","2021","http://link.springer.com/book/10.1007/978-3-030-81701-5","Book"
"Enterprise Information Systems","Lecture Notes in Business Information Processing","","","","10.1007/978-3-030-75418-1","Prof. Dr. Joaquim FilipeMichał ŚmiałekAlexander BrodskySlimane Hammoudi","2021","http://link.springer.com/book/10.1007/978-3-030-75418-1","Book"
"Assessing Architecture Conformance to Coupling-Related Patterns and Practices in Microservices","Software Architecture","","","","10.1007/978-3-030-58923-3_1","Evangelos NtentosUwe ZdunKonstantinos PlakidasSebastian MeixnerSebastian Geiger","2020","http://link.springer.com/chapter/10.1007/978-3-030-58923-3_1","Chapter"
"ITNG 2021 18th International Conference on Information Technology-New Generations","Advances in Intelligent Systems and Computing","","","","10.1007/978-3-030-70416-2","Dr. Shahram Latifi","2021","http://link.springer.com/book/10.1007/978-3-030-70416-2","Book"
"A Three-Dimensional Approach for a Quality-Based Alignment Between Requirements and Architecture","Exploring Services Science","","","","10.1007/978-3-319-32689-4_9","Carlos E. SalgadoRicardo J. MachadoRita S. P. Maciel","2016","http://link.springer.com/chapter/10.1007/978-3-319-32689-4_9","Chapter"
"Evaluation of Automotive Software Architectures","Automotive Software Architectures","","","","10.1007/978-3-319-58610-6_6","Miroslaw Staron","2017","http://link.springer.com/chapter/10.1007/978-3-319-58610-6_6","Chapter"
"A Trial User, Resources and Services Quality Evaluation for Grid Communities Sustainability","Computational Science and Its Applications -- ICCSA 2015","","","","10.1007/978-3-319-21407-8_24","Carlo ManualiAntonio Laganà","2015","http://link.springer.com/chapter/10.1007/978-3-319-21407-8_24","Chapter"
"Building orchestrated microservice systems using declarative business processes","Service Oriented Computing and Applications","","14","4","10.1007/s11761-020-00300-2","Davi MonteiroPaulo Henrique M. MaiaLincoln S. RochaNabor C. Mendonça","2020","http://link.springer.com/article/10.1007/s11761-020-00300-2","Article"
"Evaluation of Automotive Software Architectures","Automotive Software Architectures","","","","10.1007/978-3-030-65939-4_8","Miroslaw Staron","2021","http://link.springer.com/chapter/10.1007/978-3-030-65939-4_8","Chapter"
"Collecting Service-Based Maintainability Metrics from RESTful API Descriptions: Static Analysis and Threshold Derivation","Software Architecture","","","","10.1007/978-3-030-59155-7_16","Justus BognerStefan WagnerAlfred Zimmermann","2020","http://link.springer.com/chapter/10.1007/978-3-030-59155-7_16","Chapter"
"Digital Transformation for a Sustainable Society in the 21st Century","Lecture Notes in Computer Science","","","","10.1007/978-3-030-29374-1","Dr. Ilias O. PappasProf. Dr. Patrick MikalefProf. Yogesh K. DwivediLetizia JaccheriProf. John KrogstieMatti Mäntymäki","2019","http://link.springer.com/book/10.1007/978-3-030-29374-1","Book"
"Enterprise, Business-Process and Information Systems Modeling","Lecture Notes in Business Information Processing","","","","10.1007/978-3-030-79186-5","Adriano AugustoAsif GillSelmin NurcanDr. Iris Reinhartz-BergerProf. Rainer SchmidtJelena Zdravkovic","2021","http://link.springer.com/book/10.1007/978-3-030-79186-5","Book"
"Formal Modeling of Enterprise Cloud Bus System: A High Level Petri-Net Based Approach","Requirements Engineering for Service and Cloud Computing","","","","10.1007/978-3-319-51310-2_6","Gitosree KhanSabnam SenguptaAnirban Sarkar","2017","http://link.springer.com/chapter/10.1007/978-3-319-51310-2_6","Chapter"
"Software Architecture Measurement—Experiences from a Multinational Company","Software Architecture","","","","10.1007/978-3-030-00761-4_20","Wensheng WuYuanfang CaiRick KazmanRan MoZhipeng LiuRongbiao ChenYingan GeWeicai LiuJunhui Zhang","2018","http://link.springer.com/chapter/10.1007/978-3-030-00761-4_20","Chapter"
"Strategy, Business Model and Architecture in Today’s Automotive Industry","The Mobility Revolution in the Automotive Industry","","","","10.1007/978-3-662-47788-5_3","Dr. Sebastian Wedeniwski","2015","http://link.springer.com/chapter/10.1007/978-3-662-47788-5_3","Chapter"
"Encyclopedia of Education and Information Technologies","","","","","10.1007/978-3-030-10576-1","Arthur Tatnall","2020","http://link.springer.com/referencework/10.1007/978-3-030-10576-1","ReferenceWork"
"Metrics for Assessing Architecture Conformance to Microservice Architecture Patterns and Practices","International Conference on Service-Oriented Computing","","","","10.1007/978-3-030-65310-1_42","Evangelos NtentosUwe ZdunKonstantinos PlakidasSebastian MeixnerSebastian Geiger","2020","http://link.springer.com/chapter/10.1007/978-3-030-65310-1_42","Chapter"
"A Survey of Existing Evaluation Frameworks for Service Identification Methods: Towards a Comprehensive Evaluation Framework","Knowledge Management in Organizations","","","","10.1007/978-3-319-95204-8_17","Basel Bani-IsmailYoucef Baghdadi","2018","http://link.springer.com/chapter/10.1007/978-3-319-95204-8_17","Chapter"
"Supporting Architectural Decision Making on Data Management in Microservice Architectures","Software Architecture","","","","10.1007/978-3-030-29983-5_2","Evangelos NtentosUwe ZdunKonstantinos PlakidasDaniel SchallFei LiSebastian Meixner","2019","http://link.springer.com/chapter/10.1007/978-3-030-29983-5_2","Chapter"
"Advances in Artificial Intelligence and Security","Communications in Computer and Information Science","","","","10.1007/978-3-030-78621-2","Xingming SunProf. Xiaorui ZhangZhihua XiaProf. Dr. Elisa Bertino","2021","http://link.springer.com/book/10.1007/978-3-030-78621-2","Book"
"Piveau: A Large-Scale Open Data Management Platform Based on Semantic Web Technologies","The Semantic Web","","","","10.1007/978-3-030-49461-2_38","Fabian KirsteinKyriakos StefanidisBenjamin DittwaldSimon DutkowskiSebastian UrbanekManfred Hauswirth","2020","http://link.springer.com/chapter/10.1007/978-3-030-49461-2_38","Chapter"
"Ensuring and Assessing Architecture Conformance to Microservice Decomposition Patterns","Service-Oriented Computing","","","","10.1007/978-3-319-69035-3_29","Uwe ZdunElena NavarroFrank Leymann","2017","http://link.springer.com/chapter/10.1007/978-3-319-69035-3_29","Chapter"
"Reengineering component-based software systems with Archimetrix","Software & Systems Modeling","","13","4","10.1007/s10270-013-0341-9","Markus von DettenMarie Christin PlateniusSteffen Becker","2014","http://link.springer.com/article/10.1007/s10270-013-0341-9","Article"
"Computational Science – ICCS 2020","Lecture Notes in Computer Science","","","","10.1007/978-3-030-50423-6","Dr. Valeria V. KrzhizhanovskayaDr. Gábor ZávodszkyMichael H. LeesProf. Jack J. DongarraProf. Dr. Peter M. A. SlootSérgio BrissosJoão Teixeira","2020","http://link.springer.com/book/10.1007/978-3-030-50423-6","Book"
"e-Learning, e-Education, and Online Training","Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering","","","","10.1007/978-3-030-84383-0","Weina FuShuai LiuJianhua Dai","2021","http://link.springer.com/book/10.1007/978-3-030-84383-0","Book"
"Aligning Business Requirements with Services Quality Characteristics by Using Logical Architectures","New Contributions in Information Systems and Technologies","","","","10.1007/978-3-319-16486-1_58","Carlos E. SalgadoRicardo J. MachadoRita S. P. Maciel","2015","http://link.springer.com/chapter/10.1007/978-3-319-16486-1_58","Chapter"
"Making the Case for Centralized Software Architecture Management","Software Quality. The Future of Systems- and Software Development","","","","10.1007/978-3-319-27033-3_8","Georg BuchgeherRainer WeinreichThomas Kriechbaum","2016","http://link.springer.com/chapter/10.1007/978-3-319-27033-3_8","Chapter"
"Information Technology in Disaster Risk Reduction","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-030-81469-4","Prof. Dr. Yuko MurayamaProf. Dr. Dimiter VelevPlamena Zlateva","2021","http://link.springer.com/book/10.1007/978-3-030-81469-4","Book"
"Fog-based architecture for scheduling multiple workflows with high availability requirement","Computing","","","","10.1007/s00607-021-00905-1","Fatemeh DavamiSahar AdabiAli RezaeeAmir Masoud Rahmani","2021","http://link.springer.com/article/10.1007/s00607-021-00905-1","Article"
"Capability Oriented Enterprise Knowledge Modeling: The CODEK Approach","Domain-Specific Conceptual Modeling","","","","10.1007/978-3-319-39417-6_9","Pericles LoucopoulosEvangelia Kavakli","2016","http://link.springer.com/chapter/10.1007/978-3-319-39417-6_9","Chapter"
"Perspectives in Business Informatics Research","Lecture Notes in Business Information Processing","","","","10.1007/978-3-030-87205-2","Dr. Robert Andrei BuchmannAndrea PoliniBjörn JohanssonProf. Dimitris Karagiannis","2021","http://link.springer.com/book/10.1007/978-3-030-87205-2","Book"
"An adaptive and scalable framework for automated service discovery","Service Oriented Computing and Applications","","13","1","10.1007/s11761-019-00255-z","Monika Sikri","2019","http://link.springer.com/article/10.1007/s11761-019-00255-z","Article"
"Multimedia Technology and Enhanced Learning","Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering","","","","10.1007/978-3-030-82565-2","Weina FuYuan XuShui-Hua WangYudong Zhang","2021","http://link.springer.com/book/10.1007/978-3-030-82565-2","Book"
"Cooperative Design, Visualization, and Engineering","Lecture Notes in Computer Science","","","","10.1007/978-3-030-88207-5","Yuhua Luo","2021","http://link.springer.com/book/10.1007/978-3-030-88207-5","Book"
"IoT Architectural Styles","Software Architecture","","","","10.1007/978-3-030-00761-4_5","Henry MucciniMahyar Tourchi Moghaddam","2018","http://link.springer.com/chapter/10.1007/978-3-030-00761-4_5","Chapter"
"Cost-Effective Feature Placement of Customizable Multi-Tenant Applications in the Cloud","Journal of Network and Systems Management","","22","4","10.1007/s10922-013-9265-5","Hendrik MoensEddy TruyenStefan WalravenWouter JoosenBart DhoedtFilip De Turck","2014","http://link.springer.com/article/10.1007/s10922-013-9265-5","Article"
"Esteemed software patterns for banking system","Cluster Computing","","22","5","10.1007/s10586-017-1304-7","Sudha RajeshA. Chandrasekar","2019","http://link.springer.com/article/10.1007/s10586-017-1304-7","Article"
"Advances and Trends in Artificial Intelligence. From Theory to Practice","Lecture Notes in Computer Science","","","","10.1007/978-3-030-79463-7","Prof. Hamido FujitaAli SelamatProf. Dr. Jerry Chun-Wei LinDr. Moonis Ali","2021","http://link.springer.com/book/10.1007/978-3-030-79463-7","Book"
"Building Machine Learning and Deep Learning Models on Google Cloud Platform","","","","","10.1007/978-1-4842-4470-8","Ekaba Bisong","2019","http://link.springer.com/book/10.1007/978-1-4842-4470-8","Book"
"For a Dynamic Web Services Discovery Model for Open Ecosystems of Software Providers","Boosting Collaborative Networks 4.0","","","","10.1007/978-3-030-62412-5_7","Ricardo J. RabeloHernesto A. RuizMaiara H. Cancian","2020","http://link.springer.com/chapter/10.1007/978-3-030-62412-5_7","Chapter"
"Computing Science, Communication and Security","Communications in Computer and Information Science","","","","10.1007/978-981-15-6648-6","Nirbhay ChaubeySatyen ParikhKiran Amin","2020","http://link.springer.com/book/10.1007/978-981-15-6648-6","Book"
"The Semantic Web – ISWC 2021","Lecture Notes in Computer Science","","","","10.1007/978-3-030-88361-4","Prof. Dr. Andreas HothoAssoc. Prof. Eva BlomqvistStefan DietzeAchille FokoueYing DingPayam BarnaghiArmin HallerDr. Mauro DragoniHarith Alani","2021","http://link.springer.com/book/10.1007/978-3-030-88361-4","Book"
"Improving the Quality of Architecture Design Through Peer-Reviews and Recombination","Software Architecture","","","","10.1007/978-3-319-23727-5_6","Mojtaba ShahinMuhammad Ali Babar","2015","http://link.springer.com/chapter/10.1007/978-3-319-23727-5_6","Chapter"
"EFMLP: A Novel Model for Web Service QoS Prediction","Collaborative Computing: Networking, Applications and Worksharing","","","","10.1007/978-3-030-67540-0_22","Kailing YeHuiqun YuGuisheng FanLiqiong Chen","2021","http://link.springer.com/chapter/10.1007/978-3-030-67540-0_22","Chapter"
"Runtime Exceptions Handling for Collaborative SOA Applications","Collaborate Computing: Networking, Applications and Worksharing","","","","10.1007/978-3-319-59288-6_23","Bin WenZiqiang LuoSong Lin","2017","http://link.springer.com/chapter/10.1007/978-3-319-59288-6_23","Chapter"
"cloud-ATAM: Method for Analysing Resilient Attributes of Cloud-Based Architectures","Software Engineering for Resilient Systems","","","","10.1007/978-3-319-45892-2_8","David Ebo Adjepon-Yamoah","2016","http://link.springer.com/chapter/10.1007/978-3-319-45892-2_8","Chapter"
"Logic, Computation and Rigorous Methods","Lecture Notes in Computer Science","","","","10.1007/978-3-030-76020-5","Alexander RaschkeElvinia RiccobeneProf. Klaus-Dieter Schewe","2021","http://link.springer.com/book/10.1007/978-3-030-76020-5","Book"
"Issues on developing interoperable cloud applications: definitions, concepts, approaches, requirements, characteristics and evaluation models","Journal of Software Engineering Research and Development","","4","1","10.1186/s40411-016-0033-6","Elias NogueiraAna MoreiraDaniel LucrédioVinícius GarciaRenata Fortes","2016","http://link.springer.com/article/10.1186/s40411-016-0033-6","Article"
"A hierarchical model for quantifying software security based on static analysis alerts and software metrics","Software Quality Journal","","29","2","10.1007/s11219-021-09555-0","Miltiadis SiavvasDionysios KehagiasDimitrios TzovarasErol Gelenbe","2021","http://link.springer.com/article/10.1007/s11219-021-09555-0","Article"
"Computational Approach towards End-to-End Trustworthiness Evaluation","Trustworthy Cyber-Physical Systems","","","","10.1007/978-3-658-27488-7_10","Nazila Gol Mohammadi","2019","http://link.springer.com/chapter/10.1007/978-3-658-27488-7_10","Chapter"
"Comparing Static and Dynamic Weighted Software Coupling Metrics","Information and Software Technologies","","","","10.1007/978-3-030-30275-7_22","Henning SchnoorWilhelm Hasselbring","2019","http://link.springer.com/chapter/10.1007/978-3-030-30275-7_22","Chapter"
"A Multi-model Optimization Framework for the Model Driven Design of Cloud Applications","Search-Based Software Engineering","","","","10.1007/978-3-319-09940-8_5","Danilo ArdagnaGiovanni Paolo GibiliscoMichele CiavottaAlexander Lavrentev","2014","http://link.springer.com/chapter/10.1007/978-3-319-09940-8_5","Chapter"
"Topology-Aware Continuous Experimentation in Microservice-Based Applications","Service-Oriented Computing","","","","10.1007/978-3-030-65310-1_2","Gerald SchermannFábio OliveiraErik WitternPhilipp Leitner","2020","http://link.springer.com/chapter/10.1007/978-3-030-65310-1_2","Chapter"
"Towards Supporting International Standard-Based Software Engineering Approaches Using Semantic Web Technologies: A Systematic Literature Review","Technologies and Innovation","","","","10.1007/978-3-319-48024-4_14","Ricardo Colomo-PalaciosLuis Omar Colombo-MendozaRafael Valencia-García","2016","http://link.springer.com/chapter/10.1007/978-3-319-48024-4_14","Chapter"
"The CISO’s Next Frontier","","","","","10.1007/978-3-030-75354-2","Raj Badhwar","2021","http://link.springer.com/book/10.1007/978-3-030-75354-2","Book"
"API governance support through the structural analysis of REST APIs","Computer Science - Research and Development","","33","3 - 4","10.1007/s00450-017-0384-1","Florian HauptFrank LeymannKarolina Vukojevic-Haupt","2018","http://link.springer.com/article/10.1007/s00450-017-0384-1","Article"
"Electronic Participation","Lecture Notes in Computer Science","","","","10.1007/978-3-030-82824-0","Noella EdelmannCsaba CsákiSara HofmannThomas J. LampoltshammerProf. Laura Alcaide MuñozPeter ParycekGerhard SchwabeEfthimios Tambouris","2021","http://link.springer.com/book/10.1007/978-3-030-82824-0","Book"
"Exploring Enterprise Knowledge Graphs: A Use Case in Software Engineering","The Semantic Web","","","","10.1007/978-3-319-93417-4_36","Marta SabouFajar J. EkaputraTudor IonescuJuergen MusilDaniel SchallKevin HallerArmin FriedlStefan Biffl","2018","http://link.springer.com/chapter/10.1007/978-3-319-93417-4_36","Chapter"
"Data Management Technologies and Applications","Communications in Computer and Information Science","","","","10.1007/978-3-030-83014-4","Slimane HammoudiChristoph QuixJorge Bernardino","2021","http://link.springer.com/book/10.1007/978-3-030-83014-4","Book"
"Towards the Method and Information Technology for Evaluation of Business Process Model Quality","Information and Communication Technologies in Education, Research, and Industrial Applications","","","","10.1007/978-3-030-77592-6_5","Andrii KoppDmytro Orlovskyi","2021","http://link.springer.com/chapter/10.1007/978-3-030-77592-6_5","Chapter"
"The KlaperSuite framework for model-driven reliability analysis of component-based systems","Software & Systems Modeling","","13","4","10.1007/s10270-013-0334-8","Andrea CianconeMauro Luigi DragoAntonio FilieriVincenzo GrassiHeiko KoziolekRaffaela Mirandola","2014","http://link.springer.com/article/10.1007/s10270-013-0334-8","Article"
"A novel distributed Social Internet of Things service recommendation scheme based on LSH forest","Personal and Ubiquitous Computing","","","","10.1007/s00779-019-01283-4","Biwei YanJiguo YuMeihong YangHonglu JiangZhiguo WanLina Ni","2019","http://link.springer.com/article/10.1007/s00779-019-01283-4","Article"
"The Semantic Web: ESWC 2021 Satellite Events","Lecture Notes in Computer Science","","","","10.1007/978-3-030-80418-3","Ruben VerborghDr. Anastasia DimouAidan HoganClaudia d'AmatoDr. Ilaria TiddiArne BröringDr. med. Simon MayerFemke OngenaeAssoc. Prof. Riccardo TommasiniDr. Mehwish Alam","2021","http://link.springer.com/book/10.1007/978-3-030-80418-3","Book"
"Business Process Management: Blockchain and Robotic Process Automation Forum","Lecture Notes in Business Information Processing","","","","10.1007/978-3-030-85867-4","Dr. José González EnríquezProf. Søren DeboisProf. Dr. Peter FettkeDr. Pierluigi PlebaniInge van de WeerdProf. Dr. Ingo Weber","2021","http://link.springer.com/book/10.1007/978-3-030-85867-4","Book"
"An efficient approach for multi-user multi-cloud service composition in human–land sustainable computational systems","The Journal of Supercomputing","","76","7","10.1007/s11227-019-03140-w","Beibei PangFei HaoYixuan YangDoo-Soon Park","2020","http://link.springer.com/article/10.1007/s11227-019-03140-w","Article"
"Self-adaptation by coordination-targeted reconfigurations","Journal of Software Engineering Research and Development","","3","1","10.1186/s40411-015-0021-2","Nuno OliveiraLuís S Barbosa","2015","http://link.springer.com/article/10.1186/s40411-015-0021-2","Article"
"Requirements model driven adaption and evolution of Internetware","Science China Information Sciences","","57","6","10.1007/s11432-014-5064-1","Lin LiuChen YangJianMin WangXiaoJun YeYingBo LiuHongJi YangXiaoDong Liu","2014","http://link.springer.com/article/10.1007/s11432-014-5064-1","Article"
"Decision Processes Based on IoT Data for Sustainable Smart Cities","Transactions on Computational Collective Intelligence XXXI","","","","10.1007/978-3-662-58464-4_12","Cezary OrlowskiArkadiusz SarzyńskiKostas KaratzasNikos Katsifarakis","2018","http://link.springer.com/chapter/10.1007/978-3-662-58464-4_12","Chapter"
"Perceptual rate-distortion optimization for H.264/AVC video coding from both signal and vision perspectives","Multimedia Tools and Applications","","75","5","10.1007/s11042-015-2533-5","Pinghua ZhaoYanwei LiuJinxia LiuRuixiao YaoSong Ci","2016","http://link.springer.com/article/10.1007/s11042-015-2533-5","Article"
"A Flexible Architecture for Key Performance Indicators Assessment in Smart Cities","Software Architecture","","","","10.1007/978-3-030-58923-3_8","Martina De SanctisLudovico IovinoMaria Teresa RossiManuel Wimmer","2020","http://link.springer.com/chapter/10.1007/978-3-030-58923-3_8","Chapter"
"W∗H: The Conceptual Model for Services","Correct Software in Web Applications and Web Services","","","","10.1007/978-3-319-17112-8_5","Ajantha DahanayakeBernhard Thalheim","2015","http://link.springer.com/chapter/10.1007/978-3-319-17112-8_5","Chapter"
"Assessing and improving quality of QVTo model transformations","Software Quality Journal","","24","3","10.1007/s11219-015-9280-8","Christine M. GerpheideRamon R. H. SchiffelersAlexander Serebrenik","2016","http://link.springer.com/article/10.1007/s11219-015-9280-8","Article"
"Human Factors in Software Development Processes: Measuring System Quality","Product-Focused Software Process Improvement","","","","10.1007/978-3-319-49094-6_57","Silvia AbrahaoMaria Teresa BaldassarreDanilo CaivanoYvonne DittrichRosa LanzilottiAntonio Piccinno","2016","http://link.springer.com/chapter/10.1007/978-3-319-49094-6_57","Chapter"
"High Quality at Short Time-to-Market: Challenges Towards This Goal and Guidelines for the Realization","Software Quality: Methods and Tools for Better Software and Systems","","","","10.1007/978-3-319-71440-0_7","Frank ElberzhagerMatthias Naab","2018","http://link.springer.com/chapter/10.1007/978-3-319-71440-0_7","Chapter"
"Automated Analysis of Distributed Tracing: Challenges and Research Directions","Journal of Grid Computing","","19","1","10.1007/s10723-021-09551-5","Andre BentoJaime CorreiaRicardo FilipeFilipe AraujoJorge Cardoso","2021","http://link.springer.com/article/10.1007/s10723-021-09551-5","Article"
