Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Industry practices and challenges for the evolvability assurance of microservices,Empirical Software Engineering,,26,5,10.1007/s10664-021-09999-9,Justus BognerJonas FritzschStefan WagnerAlfred Zimmermann,2021,http://link.springer.com/article/10.1007/s10664-021-09999-9,Article
Evaluation of SOA-Based Web Services and Microservices Architecture Using Complexity Metrics,SN Computer Science,,2,5,10.1007/s42979-021-00767-6,Vinay RajRavichandra Sadam,2021,http://link.springer.com/article/10.1007/s42979-021-00767-6,Article
Transformation-based processing of typed resources for multimedia sources in the IoT environment,Wireless Networks,,27,5,10.1007/s11276-019-02200-6,Honghao GaoYucong DuanLixu ShaoXiaobing Sun,2021,http://link.springer.com/article/10.1007/s11276-019-02200-6,Article
A hierarchical model for quantifying software security based on static analysis alerts and software metrics,Software Quality Journal,,29,2,10.1007/s11219-021-09555-0,Miltiadis SiavvasDionysios KehagiasDimitrios TzovarasErol Gelenbe,2021,http://link.springer.com/article/10.1007/s11219-021-09555-0,Article
Service-oriented replication strategies for improving quality-of-service in cloud computing: a survey,Cluster Computing,,24,1,10.1007/s10586-020-03108-z,Sarra SlimaniTarek HamrouniFaouzi Ben Charrada,2021,http://link.springer.com/article/10.1007/s10586-020-03108-z,Article
Automated Analysis of Distributed Tracing: Challenges and Research Directions,Journal of Grid Computing,,19,1,10.1007/s10723-021-09551-5,Andre BentoJaime CorreiaRicardo FilipeFilipe AraujoJorge Cardoso,2021,http://link.springer.com/article/10.1007/s10723-021-09551-5,Article
Multi-agent architecture for fault recovery in self-healing systems,Journal of Ambient Intelligence and Humanized Computing,,12,2,10.1007/s12652-020-02443-8,Pushpendra Kumar RajputGeeta Sikka,2021,http://link.springer.com/article/10.1007/s12652-020-02443-8,Article
Service-Oriented Computing,Lecture Notes in Computer Science,,,,10.1007/978-3-030-91431-8,Hakim HacidOdej KaoMassimo MecellaDr. Naouel MohaHye-young Paik,2021,http://link.springer.com/book/10.1007/978-3-030-91431-8,Book
Service-Oriented Computing  – ICSOC 2020 Workshops,Lecture Notes in Computer Science,,,,10.1007/978-3-030-76352-7,Hakim HacidFatma OutayHye-young PaikAmira AlloumMarinella PetrocchiMohamed Reda BouadjenekDr. Amin BeheshtiXumin LiuAbderrahmane Maaradji,2021,http://link.springer.com/book/10.1007/978-3-030-76352-7,Book
Service-Oriented Computing,Communications in Computer and Information Science,,,,10.1007/978-3-030-87568-8,Johanna Barzen,2021,http://link.springer.com/book/10.1007/978-3-030-87568-8,Book
Software Architecture,Lecture Notes in Computer Science,,,,10.1007/978-3-030-86044-8,Univ.-Prof. Dr. Stefan BifflElena NavarroWelf LöweProf. Marjan SirjaniProf. Raffaela MirandolaProf. Dr. Danny Weyns,2021,http://link.springer.com/book/10.1007/978-3-030-86044-8,Book
Advanced Information Systems Engineering,Lecture Notes in Computer Science,,,,10.1007/978-3-030-79382-1,Marcello La RosaShazia SadiqProf. Ernest Teniente,2021,http://link.springer.com/book/10.1007/978-3-030-79382-1,Book
Computational Science and Its Applications – ICCSA 2021,Lecture Notes in Computer Science,,,,10.1007/978-3-030-86970-0,Prof. Dr. Osvaldo GervasiBeniamino MurganteDr. Sanjay MisraDr. Chiara GarauIvan BlečićDavid TaniarBernady O. ApduhanAna Maria A. C. RochaEufemia TarantinoCarmelo Maria Torre,2021,http://link.springer.com/book/10.1007/978-3-030-86970-0,Book
Quality of Information and Communications Technology,Communications in Computer and Information Science,,,,10.1007/978-3-030-85347-1,Prof. Ana C. R. PaivaAna Rosa CavalliPaula Ventura MartinsRicardo Pérez-Castillo,2021,http://link.springer.com/book/10.1007/978-3-030-85347-1,Book
Web Engineering,Lecture Notes in Computer Science,,,,10.1007/978-3-030-74296-6,Ph.D. Marco BrambillaProf. Richard ChbeirFlavius FrasincarDr. Ioana Manolescu,2021,http://link.springer.com/book/10.1007/978-3-030-74296-6,Book
Smart and Sustainable Collaborative Networks 4.0,IFIP Advances in Information and Communication Technology,,,,10.1007/978-3-030-85969-5,Prof. Dr. Luis M. Camarinha-MatosProf. Dr. Xavier BoucherProf. Dr. Hamideh Afsarmanesh,2021,http://link.springer.com/book/10.1007/978-3-030-85969-5,Book
Business Modeling and Software Design,Lecture Notes in Business Information Processing,,,,10.1007/978-3-030-79976-2,Dr. Boris Shishkov,2021,http://link.springer.com/book/10.1007/978-3-030-79976-2,Book
Information and Software Technologies,Communications in Computer and Information Science,,,,10.1007/978-3-030-88304-1,Audrius LopataDaina GudonienėRita Butkienė,2021,http://link.springer.com/book/10.1007/978-3-030-88304-1,Book
Innovation Through Information Systems,Lecture Notes in Information Systems and Organisation,,,,10.1007/978-3-030-86800-0,Prof. Dr. Frederik AhlemannProf. Dr. Reinhard SchütteProf. Dr. Stefan Stieglitz,2021,http://link.springer.com/book/10.1007/978-3-030-86800-0,Book
Computational Science and Its Applications – ICCSA 2021,Lecture Notes in Computer Science,,,,10.1007/978-3-030-87007-2,Prof. Dr. Osvaldo GervasiBeniamino MurganteDr. Sanjay MisraDr. Chiara GarauIvan BlečićDavid TaniarBernady O. ApduhanAna Maria A. C. RochaEufemia TarantinoCarmelo Maria Torre,2021,http://link.springer.com/book/10.1007/978-3-030-87007-2,Book
Intelligent Robotics and Applications,Lecture Notes in Computer Science,,,,10.1007/978-3-030-89095-7,Prof. Xin-Jun LiuZhenguo NieProf. Jingjun YuFugui XieRui Song,2021,http://link.springer.com/book/10.1007/978-3-030-89095-7,Book
"e-Learning, e-Education, and Online Training","Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering",,,,10.1007/978-3-030-84386-1,Weina FuShuai LiuJianhua Dai,2021,http://link.springer.com/book/10.1007/978-3-030-84386-1,Book
Web Information Systems Engineering – WISE 2021,Lecture Notes in Computer Science,,,,10.1007/978-3-030-91560-5,Wenjie ZhangLei ZouProf. Dr. Zakaria MaamarDr. Lu Chen,2021,http://link.springer.com/book/10.1007/978-3-030-91560-5,Book
Software Sustainability,,,,,10.1007/978-3-030-69970-3,Prof. Coral CaleroDr. Mª Ángeles MoragaProf. Mario Piattini,2021,http://link.springer.com/book/10.1007/978-3-030-69970-3,Book
Advances in Cartography and Geographic Information Engineering,,,,,10.1007/978-981-16-0614-4,Prof. Jiayao WangProf. Fang Wu,2021,http://link.springer.com/book/10.1007/978-981-16-0614-4,Book
The Practice of Enterprise Modeling,Lecture Notes in Business Information Processing,,,,10.1007/978-3-030-91279-6,Prof. Estefanía SerralJanis StirnaDr. Jolita RalytéProf. Jānis Grabis,2021,http://link.springer.com/book/10.1007/978-3-030-91279-6,Book
"Information and Communication Technologies in Education, Research, and Industrial Applications",Communications in Computer and Information Science,,,,10.1007/978-3-030-77592-6,Prof. Dr. Andreas BollinVadim ErmolayevHeinrich C. MayrProf. Dr. Mykola NikitchenkoAleksander SpivakovskyMykola TkachukVitaliy YakovynaGrygoriy Zholtkevych,2021,http://link.springer.com/book/10.1007/978-3-030-77592-6,Book
Advancing Research in Information and Communication Technology,IFIP Advances in Information and Communication Technology,,,,10.1007/978-3-030-81701-5,Michael GoedickeProf. Dr. Erich NeuholdProf. Dr. Kai Rannenberg,2021,http://link.springer.com/book/10.1007/978-3-030-81701-5,Book
Enterprise Information Systems,Lecture Notes in Business Information Processing,,,,10.1007/978-3-030-75418-1,Prof. Dr. Joaquim FilipeMichał ŚmiałekAlexander BrodskySlimane Hammoudi,2021,http://link.springer.com/book/10.1007/978-3-030-75418-1,Book
Stability Metrics for Continuous Integration of Service-Oriented Systems,Web Engineering,,,,10.1007/978-3-030-74296-6_11,Dionysis AthanasopoulosDaniel Keenan,2021,http://link.springer.com/chapter/10.1007/978-3-030-74296-6_11,Chapter
Smart Cities and Smart Governance,Public Administration and Information Technology,,,,10.1007/978-3-030-61033-3,Elsa EstevezTheresa A. PardoHans Jochen Scholl,2021,http://link.springer.com/book/10.1007/978-3-030-61033-3,Book
Ubiquitous Networking,Lecture Notes in Computer Science,,,,10.1007/978-3-030-86356-2,Halima ElbiazeProf. Dr. Essaid SabirProf. Dr. Francisco FalconeMohamed SadikSamson LasaulceJalel Ben Othman,2021,http://link.springer.com/book/10.1007/978-3-030-86356-2,Book
"Advanced Research in Technologies, Information, Innovation and Sustainability",Communications in Computer and Information Science,,,,10.1007/978-3-030-90241-4,Prof. Teresa GuardaFilipe PortelaManuel Filipe Santos,2021,http://link.springer.com/book/10.1007/978-3-030-90241-4,Book
"Optimization, Learning Algorithms and Applications",Communications in Computer and Information Science,,,,10.1007/978-3-030-91885-9,Ana I. PereiraFlorbela P. FernandesProf. João P. CoelhoJoão P. TeixeiraMaria F. PachecoPaulo AlvesDr. Rui P. Lopes,2021,http://link.springer.com/book/10.1007/978-3-030-91885-9,Book
"Enterprise, Business-Process and Information Systems Modeling",Lecture Notes in Business Information Processing,,,,10.1007/978-3-030-79186-5,Adriano AugustoAsif GillSelmin NurcanDr. Iris Reinhartz-BergerProf. Rainer SchmidtJelena Zdravkovic,2021,http://link.springer.com/book/10.1007/978-3-030-79186-5,Book
Advances in Artificial Intelligence and Security,Communications in Computer and Information Science,,,,10.1007/978-3-030-78621-2,Xingming SunProf. Xiaorui ZhangZhihua XiaProf. Dr. Elisa Bertino,2021,http://link.springer.com/book/10.1007/978-3-030-78621-2,Book
"e-Learning, e-Education, and Online Training","Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering",,,,10.1007/978-3-030-84383-0,Weina FuShuai LiuJianhua Dai,2021,http://link.springer.com/book/10.1007/978-3-030-84383-0,Book
Internet of Things,International Series in Operations Research & Management Science,,,,10.1007/978-3-030-70478-0,Dr. Fausto Pedro García MárquezBenjamin Lev,2021,http://link.springer.com/book/10.1007/978-3-030-70478-0,Book
"Application of Big Data, Blockchain, and Internet of Things for Education Informatization","Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering",,,,10.1007/978-3-030-87900-6,Mian Ahmad JanFazlullah Khan,2021,http://link.springer.com/book/10.1007/978-3-030-87900-6,Book
Information Technology in Disaster Risk Reduction,IFIP Advances in Information and Communication Technology,,,,10.1007/978-3-030-81469-4,Prof. Dr. Yuko MurayamaProf. Dr. Dimiter VelevPlamena Zlateva,2021,http://link.springer.com/book/10.1007/978-3-030-81469-4,Book
Perspectives in Business Informatics Research,Lecture Notes in Business Information Processing,,,,10.1007/978-3-030-87205-2,Dr. Robert Andrei BuchmannAndrea PoliniBjörn JohanssonProf. Dimitris Karagiannis,2021,http://link.springer.com/book/10.1007/978-3-030-87205-2,Book
Artificial Intelligence in China,Lecture Notes in Electrical Engineering,,,,10.1007/978-981-15-8599-9,Prof. Qilian LiangWei WangJiasong MuDr. Xin LiuProf. Zhenyu NaXiantao Cai,2021,http://link.springer.com/book/10.1007/978-981-15-8599-9,Book
Multimedia Technology and Enhanced Learning,"Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering",,,,10.1007/978-3-030-82565-2,Weina FuYuan XuShui-Hua WangYudong Zhang,2021,http://link.springer.com/book/10.1007/978-3-030-82565-2,Book
"Stabilization, Safety, and Security of Distributed Systems",Lecture Notes in Computer Science,,,,10.1007/978-3-030-91081-5,Colette JohnenElad Michael SchillerStefan Schmid,2021,http://link.springer.com/book/10.1007/978-3-030-91081-5,Book
"Cooperative Design, Visualization, and Engineering",Lecture Notes in Computer Science,,,,10.1007/978-3-030-88207-5,Yuhua Luo,2021,http://link.springer.com/book/10.1007/978-3-030-88207-5,Book
Computational Management,Modeling and Optimization in Science and Technologies,,,,10.1007/978-3-030-72929-5,Prof. Dr. Srikanta PatnaikKayhan TajeddiniDr. Vipul Jain,2021,http://link.springer.com/book/10.1007/978-3-030-72929-5,Book
Artificial Intelligence and Soft Computing,Lecture Notes in Computer Science,,,,10.1007/978-3-030-87897-9,Prof. Leszek RutkowskiDr. Rafał SchererMarcin KorytkowskiWitold PedryczProf. Ryszard TadeusiewiczDr. Jacek M. Zurada,2021,http://link.springer.com/book/10.1007/978-3-030-87897-9,Book
Mobile Edge Computing,,,,,10.1007/978-3-030-69893-5,Dr. Anwesha MukherjeeProf. Dr. Debashis DeProf. Dr. Soumya K. GhoshProf. Dr. Rajkumar Buyya,2021,http://link.springer.com/book/10.1007/978-3-030-69893-5,Book
Advances and Trends in Artificial Intelligence. From Theory to Practice,Lecture Notes in Computer Science,,,,10.1007/978-3-030-79463-7,Prof. Hamido FujitaAli SelamatProf. Dr. Jerry Chun-Wei LinDr. Moonis Ali,2021,http://link.springer.com/book/10.1007/978-3-030-79463-7,Book
Big Data in Bioeconomy,,,,,10.1007/978-3-030-71069-9,Prof. Caj SödergårdTomas MildorfEphrem HabyarimanaDr. Arne J. BerreDr. Jose A. FernandesDr. Christian Zinke-Wehlmann,2021,http://link.springer.com/book/10.1007/978-3-030-71069-9,Book
The Semantic Web – ISWC 2021,Lecture Notes in Computer Science,,,,10.1007/978-3-030-88361-4,Prof. Dr. Andreas HothoAssoc. Prof. Eva BlomqvistStefan DietzeAchille FokoueYing DingPayam BarnaghiArmin HallerDr. Mauro DragoniHarith Alani,2021,http://link.springer.com/book/10.1007/978-3-030-88361-4,Book
Applied Informatics,Communications in Computer and Information Science,,,,10.1007/978-3-030-89654-6,Hector FlorezMa Florencia Pollo-Cattaneo,2021,http://link.springer.com/book/10.1007/978-3-030-89654-6,Book
"Logic, Computation and Rigorous Methods",Lecture Notes in Computer Science,,,,10.1007/978-3-030-76020-5,Alexander RaschkeElvinia RiccobeneProf. Klaus-Dieter Schewe,2021,http://link.springer.com/book/10.1007/978-3-030-76020-5,Book
Unleashing the Power of 5GtoB in Industries,,,,,10.1007/978-981-16-5082-6,Pengfei Sun,2021,http://link.springer.com/book/10.1007/978-981-16-5082-6,Book
"Intelligent Equipment, Robots, and Vehicles",Communications in Computer and Information Science,,,,10.1007/978-981-16-7213-2,Prof. Qinglong HanSean McLooneChen PengProf. Baolin Zhang,2021,http://link.springer.com/book/10.1007/978-981-16-7213-2,Book
The CISO’s Next Frontier,,,,,10.1007/978-3-030-75354-2,Raj Badhwar,2021,http://link.springer.com/book/10.1007/978-3-030-75354-2,Book
Intelligent Technologies for Internet of Vehicles,Internet of Things,,,,10.1007/978-3-030-76493-7,Naercio MagaiaDr. George MastorakisProf. Dr. Constandinos MavromoustakisProf. Evangelos PallisEvangelos K. Markakis,2021,http://link.springer.com/book/10.1007/978-3-030-76493-7,Book
Electronic Participation,Lecture Notes in Computer Science,,,,10.1007/978-3-030-82824-0,Noella EdelmannCsaba CsákiSara HofmannThomas J. LampoltshammerProf. Laura Alcaide MuñozPeter ParycekGerhard SchwabeEfthimios Tambouris,2021,http://link.springer.com/book/10.1007/978-3-030-82824-0,Book
Data Management Technologies and Applications,Communications in Computer and Information Science,,,,10.1007/978-3-030-83014-4,Slimane HammoudiChristoph QuixJorge Bernardino,2021,http://link.springer.com/book/10.1007/978-3-030-83014-4,Book
The Semantic Web: ESWC 2021 Satellite Events,Lecture Notes in Computer Science,,,,10.1007/978-3-030-80418-3,Ruben VerborghDr. Anastasia DimouAidan HoganClaudia d'AmatoDr. Ilaria TiddiArne BröringDr. med. Simon MayerFemke OngenaeAssoc. Prof. Riccardo TommasiniDr. Mehwish Alam,2021,http://link.springer.com/book/10.1007/978-3-030-80418-3,Book
Business Process Management: Blockchain and Robotic Process Automation Forum,Lecture Notes in Business Information Processing,,,,10.1007/978-3-030-85867-4,Dr. José González EnríquezProf. Søren DeboisProf. Dr. Peter FettkeDr. Pierluigi PlebaniInge van de WeerdProf. Dr. Ingo Weber,2021,http://link.springer.com/book/10.1007/978-3-030-85867-4,Book
Evaluation of Automotive Software Architectures,Automotive Software Architectures,,,,10.1007/978-3-030-65939-4_8,Miroslaw Staron,2021,http://link.springer.com/chapter/10.1007/978-3-030-65939-4_8,Chapter
Towards the Method and Information Technology for Evaluation of Business Process Model Quality,"Information and Communication Technologies in Education, Research, and Industrial Applications",,,,10.1007/978-3-030-77592-6_5,Andrii KoppDmytro Orlovskyi,2021,http://link.springer.com/chapter/10.1007/978-3-030-77592-6_5,Chapter
Smells in system user interactive tests,Empirical Software Engineering,,28,1,10.1007/s10664-022-10251-1,Renaud RwemalikaSarra HabchiMike PapadakisYves Le TraonMarie-Claude Brasseur,2022,http://link.springer.com/article/10.1007/s10664-022-10251-1,Article
Distributed real-time ETL architecture for unstructured big data,Knowledge and Information Systems,,64,12,10.1007/s10115-022-01757-7,Erum MehmoodTayyaba Anees,2022,http://link.springer.com/article/10.1007/s10115-022-01757-7,Article
Architecting dietary intake monitoring as a service combining NLP and IoT,Journal of Ambient Intelligence and Humanized Computing,,13,11,10.1007/s12652-019-01553-2,Antonio Benítez-GuijarroZoraida CallejasManuel NogueraKawtar Benghazi,2022,http://link.springer.com/article/10.1007/s12652-019-01553-2,Article
QoS-Aware Service Discovery and Selection Management for Cloud-Edge Computing Using a Hybrid Meta-Heuristic Algorithm in IoT,Wireless Personal Communications,,126,3,10.1007/s11277-021-09052-4,Ronghan WangJunwei Lu,2022,http://link.springer.com/article/10.1007/s11277-021-09052-4,Article
SOCAM: a service-oriented computing architecture modeling method,Software and Systems Modeling,,21,4,10.1007/s10270-021-00946-2,Paola Y. Reyes-DelgadoHector A. Duran-LimonManuel MoraLaura C. Rodriguez-Martinez,2022,http://link.springer.com/article/10.1007/s10270-021-00946-2,Article
Review on R&D task integrated management of intelligent manufacturing equipment,Neural Computing and Applications,,34,8,10.1007/s00521-022-07023-9,Teng RenTianyu LuoShuxuan LiLining XingShang Xiang,2022,http://link.springer.com/article/10.1007/s00521-022-07023-9,Article
Performance optimization for cloud computing systems in the microservice era: state-of-the-art and research opportunities,Frontiers of Computer Science,,16,6,10.1007/s11704-020-0072-3,Rong ZengXiaofeng HouLu ZhangChao LiWenli ZhengMinyi Guo,2022,http://link.springer.com/article/10.1007/s11704-020-0072-3,Article
Computational Science and Its Applications – ICCSA 2022,Lecture Notes in Computer Science,,,,10.1007/978-3-031-10522-7,Prof. Dr. Osvaldo GervasiBeniamino MurganteEligius M. T. HendrixDavid TaniarProf. Bernady O. Apduhan,2022,http://link.springer.com/book/10.1007/978-3-031-10522-7,Book
Software Architecture,Lecture Notes in Computer Science,,,,10.1007/978-3-031-15116-3,Prof. Patrizia ScandurraMatthias GalsterProf. Raffaela MirandolaProf. Dr. Danny Weyns,2022,http://link.springer.com/book/10.1007/978-3-031-15116-3,Book
Software Technologies,Communications in Computer and Information Science,,,,10.1007/978-3-031-11513-4,Prof. Dr. Hans-Georg FillDr. Marten van SinderenProf. Leszek A. Maciaszek,2022,http://link.springer.com/book/10.1007/978-3-031-11513-4,Book
Springer Handbook of Geographic Information,Springer Handbooks,,,,10.1007/978-3-030-53125-6,Wolfgang KresseDavid Danko,2022,http://link.springer.com/book/10.1007/978-3-030-53125-6,Book
Product-Focused Software Process Improvement,Lecture Notes in Computer Science,,,,10.1007/978-3-031-21388-5,Davide TaibiMarco KuhrmannTommi MikkonenJil KlünderPekka Abrahamsson,2022,http://link.springer.com/book/10.1007/978-3-031-21388-5,Book
Information Systems,Lecture Notes in Business Information Processing,,,,10.1007/978-3-030-95947-0,Prof. Marinos ThemistocleousDr. Maria Papadaki,2022,http://link.springer.com/book/10.1007/978-3-030-95947-0,Book
"Systems, Software and Services Process Improvement",Communications in Computer and Information Science,,,,10.1007/978-3-031-15559-8,Murat YilmazPaul ClarkeRichard MessnarzBruno Wöran,2022,http://link.springer.com/book/10.1007/978-3-031-15559-8,Book
Domain-Specific Conceptual Modeling,,,,,10.1007/978-3-030-93547-4,Prof. Dr. Dimitris KaragiannisProf. Moonkun LeeProf. Dr. Knut HinkelmannDr. Wilfrid Utz,2022,http://link.springer.com/book/10.1007/978-3-030-93547-4,Book
Fundamentals of Enterprise Architecture Management,The Enterprise Engineering Series,,,,10.1007/978-3-030-96734-5,Dr. Jörg Ziemann,2022,http://link.springer.com/book/10.1007/978-3-030-96734-5,Book
"Collaborative Computing: Networking, Applications and Worksharing","Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering",,,,10.1007/978-3-031-24383-7,Honghao GaoXinheng WangWei WeiTasos Dagiuklas,2022,http://link.springer.com/book/10.1007/978-3-031-24383-7,Book
Digital TV and Wireless Multimedia Communications,Communications in Computer and Information Science,,,,10.1007/978-981-19-2266-4,Prof. Guangtao ZhaiJun ZhouHua YangDr. Ping AnXiaokang Yang,2022,http://link.springer.com/book/10.1007/978-981-19-2266-4,Book
Innovative Computing,Lecture Notes in Electrical Engineering,,,,10.1007/978-981-16-4258-6,Prof. Jason C. HungDr. Jia-Wei ChangDr. Yan PeiProf. Wei-Chen Wu,2022,http://link.springer.com/book/10.1007/978-981-16-4258-6,Book
Service-Oriented and Cloud Computing,Lecture Notes in Computer Science,,,,10.1007/978-3-031-04718-3,Dr. Fabrizio MontesiGeorge Angelos PapadopoulosWolf Zimmermann,2022,http://link.springer.com/book/10.1007/978-3-031-04718-3,Book
Banking 4.0,,,,,10.1007/978-981-16-6069-6,Mohan Bhatia,2022,http://link.springer.com/book/10.1007/978-981-16-6069-6,Book
Handbook of e-Tourism,,,,,10.1007/978-3-030-48652-5,Zheng XiangMatthias FuchsUlrike GretzelWolfram Höpken,2022,http://link.springer.com/referencework/10.1007/978-3-030-48652-5,ReferenceWork
Artificial Intelligence and Security,Lecture Notes in Computer Science,,,,10.1007/978-3-031-06788-4,Xingming SunProf. Xiaorui ZhangZhihua XiaProf. Dr. Elisa Bertino,2022,http://link.springer.com/book/10.1007/978-3-031-06788-4,Book
Enterprise Architecture Function,,,,,10.1007/978-3-030-84589-6,Ingo Arnold,2022,http://link.springer.com/book/10.1007/978-3-030-84589-6,Book
Web Services – ICWS 2021,Lecture Notes in Computer Science,,,,10.1007/978-3-030-96140-4,Chengzhong XuYunni XiaDr. Yuchao ZhangLiang-Jie Zhang,2022,http://link.springer.com/book/10.1007/978-3-030-96140-4,Book
Advanced Hybrid Information Processing,"Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering",,,,10.1007/978-3-030-94554-1,Shuai LiuDr. Xuefei Ma,2022,http://link.springer.com/book/10.1007/978-3-030-94554-1,Book
"Design, User Experience, and Usability: UX Research, Design, and Assessment",Lecture Notes in Computer Science,,,,10.1007/978-3-031-05897-4,Marcelo M. SoaresDr. Elizabeth RosenzweigDr. Aaron Marcus,2022,http://link.springer.com/book/10.1007/978-3-031-05897-4,Book
Database and Expert Systems Applications - DEXA 2022 Workshops,Communications in Computer and Information Science,,,,10.1007/978-3-031-14343-4,Prof. Dr. Gabriele KotsisA Min TjoaIsmail KhalilDr. Bernhard MoserProf. Dr. Alfred TaudesAtif MashkoorJohannes SametingerJorge Martinez-GilFlorian SobieczkyLukas FischerRudolf RamlerMaqbool KhanGerald Czech,2022,http://link.springer.com/book/10.1007/978-3-031-14343-4,Book
"e-Learning, e-Education, and Online Training","Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering",,,,10.1007/978-3-031-21164-5,Weina FuGuanglu Sun,2022,http://link.springer.com/book/10.1007/978-3-031-21164-5,Book
Compendium on Enterprise Resource Planning,,,,,10.1007/978-3-030-93856-7,Dr. Siar Sarferaz,2022,http://link.springer.com/book/10.1007/978-3-030-93856-7,Book
Web Information Systems Engineering – WISE 2022,Lecture Notes in Computer Science,,,,10.1007/978-3-031-20891-1,Richard ChbeirHelen HuangFabrizio SilvestriYannis ManolopoulosYanchun Zhang,2022,http://link.springer.com/book/10.1007/978-3-031-20891-1,Book
Accelerating Digital Transformation,,,,,10.1007/978-3-031-10873-0,Jan BoschJan CarlsonHelena Holmström OlssonKristian SandahlMiroslaw Staron,2022,http://link.springer.com/book/10.1007/978-3-031-10873-0,Book
"e-Learning, e-Education, and Online Training","Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering",,,,10.1007/978-3-031-21161-4,Weina FuGuanglu Sun,2022,http://link.springer.com/book/10.1007/978-3-031-21161-4,Book
Warranty Chain Management,Management for Professionals,,,,10.1007/978-981-19-2104-9,Dr. Albert Liao,2022,http://link.springer.com/book/10.1007/978-981-19-2104-9,Book
Business Information Systems Workshops,Lecture Notes in Business Information Processing,,,,10.1007/978-3-031-04216-4,Prof. Witold AbramowiczProf. Dr. Sören AuerDr. Milena Stróżyna,2022,http://link.springer.com/book/10.1007/978-3-031-04216-4,Book
Applied Technologies,Communications in Computer and Information Science,,,,10.1007/978-3-031-03884-6,Prof. Miguel Botto-TobarSergio Montes LeónPablo Torres-CarriónProf. Marcelo Zambrano VizueteBenjamin Durakovic,2022,http://link.springer.com/book/10.1007/978-3-031-03884-6,Book
LISS 2021,Lecture Notes in Operations Research,,,,10.1007/978-981-16-8656-6,Prof. Xianliang ShiGábor BohácsYixuan MaDaqing GongXiaopu Shang,2022,http://link.springer.com/book/10.1007/978-981-16-8656-6,Book
Encyclopedia of Big Data,,,,,10.1007/978-3-319-32010-6,Laurie A. SchintlerConnie L. McNeely,2022,http://link.springer.com/referencework/10.1007/978-3-319-32010-6,ReferenceWork
