Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Reference Architectures for Critical Domains","","","","","10.1007/978-3-031-16957-1","Elisa Yumi NakagawaPablo Oliveira Antonino","2023","http://link.springer.com/book/10.1007/978-3-031-16957-1","Book"
"UML-Based Software Product Line Engineering with SMarty","","","","","10.1007/978-3-031-18556-4","Edson OliveiraJr","2023","http://link.springer.com/book/10.1007/978-3-031-18556-4","Book"
"Body of Knowledge for Modeling and Simulation","Simulation Foundations, Methods and Applications","","","","10.1007/978-3-031-11085-6","Tuncer ÖrenBernard P. ZeiglerAndreas Tolk","2023","http://link.springer.com/book/10.1007/978-3-031-11085-6","Book"
"Web Engineering","Lecture Notes in Computer Science","","","","10.1007/978-3-031-34444-2","Irene GarrigósJuan Manuel Murillo RodríguezManuel Wimmer","2023","http://link.springer.com/book/10.1007/978-3-031-34444-2","Book"
"Convergence in Crossover Service","Advanced Topics in Science and Technology in China","","","","10.1007/978-981-19-8844-8","Jianwei YinBing LiZhongjie WangShuiguang Deng","2023","http://link.springer.com/book/10.1007/978-981-19-8844-8","Book"
"Innovative Computing Vol 1 - Emerging Topics in Artificial Intelligence","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-99-2092-1","Jason C. HungJia-Wei ChangYan Pei","2023","http://link.springer.com/book/10.1007/978-981-99-2092-1","Book"
"Advanced Hybrid Information Processing","Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering","","","","10.1007/978-3-031-28787-9","Weina FuLin Yun","2023","http://link.springer.com/book/10.1007/978-3-031-28787-9","Book"
"Application of Big Data, Blockchain, and Internet of Things for Education Informatization","Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering","","","","10.1007/978-3-031-23950-2","Mian Ahmad JanFazlullah Khan","2023","http://link.springer.com/book/10.1007/978-3-031-23950-2","Book"
"Artificial Intelligence in HCI","Lecture Notes in Computer Science","","","","10.1007/978-3-031-35894-4","Helmut DegenStavroula Ntoa","2023","http://link.springer.com/book/10.1007/978-3-031-35894-4","Book"
"Artificial Intelligence  Applications  and Innovations. AIAI 2023 IFIP WG 12.5 International Workshops","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-031-34171-7","Ilias MaglogiannisLazaros IliadisAntonios PapaleonidasIoannis Chochliouros","2023","http://link.springer.com/book/10.1007/978-3-031-34171-7","Book"
"Emerging Research in Computing, Information, Communication and Applications","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-19-5482-5","N. R. ShettyL. M. PatnaikN. H. Prasad","2023","http://link.springer.com/book/10.1007/978-981-19-5482-5","Book"
"Computer Science – CACIC 2022","Communications in Computer and Information Science","","","","10.1007/978-3-031-34147-2","Patricia Pesado","2023","http://link.springer.com/book/10.1007/978-3-031-34147-2","Book"
"HCI for Cybersecurity, Privacy and Trust","Lecture Notes in Computer Science","","","","10.1007/978-3-031-35822-7","Abbas Moallem","2023","http://link.springer.com/book/10.1007/978-3-031-35822-7","Book"
"Social Computing and Social Media","Lecture Notes in Computer Science","","","","10.1007/978-3-031-35927-9","Adela ComanSimona Vasilache","2023","http://link.springer.com/book/10.1007/978-3-031-35927-9","Book"
"Handbook of Open, Distance and Digital Education","","","","","10.1007/978-981-19-2080-6","Olaf Zawacki-RichterInsung Jung","2023","http://link.springer.com/referencework/10.1007/978-981-19-2080-6","ReferenceWork"
"Advanced Network Technologies and Intelligent Computing","Communications in Computer and Information Science","","","","10.1007/978-3-031-28180-8","Isaac WoungangSanjay Kumar DhurandherKiran Kumar PattanaikAnshul VermaPradeepika Verma","2023","http://link.springer.com/book/10.1007/978-3-031-28180-8","Book"
"Web and Big Data","Lecture Notes in Computer Science","","","","10.1007/978-3-031-25158-0","Bohan LiLin YueChuanqi TaoXuming HanDiego CalvaneseToshiyuki Amagasa","2023","http://link.springer.com/book/10.1007/978-3-031-25158-0","Book"
"Advances in Enterprise Engineering XVI","Lecture Notes in Business Information Processing","","","","10.1007/978-3-031-34175-5","Cristine GriffoSérgio GuerreiroMaria E. Iacob","2023","http://link.springer.com/book/10.1007/978-3-031-34175-5","Book"
"Computer Science and Education","Communications in Computer and Information Science","","","","10.1007/978-981-99-2446-2","Wenxing HongYang Weng","2023","http://link.springer.com/book/10.1007/978-981-99-2446-2","Book"
"Advances in Computing","Communications in Computer and Information Science","","","","10.1007/978-3-031-36357-3","Vanessa Agredo-DelgadoPablo H. RuizAlexandra Ruiz GaonaMaría Lili Villegas RamírezWilliam Joseph Giraldo Orozco","2023","http://link.springer.com/book/10.1007/978-3-031-36357-3","Book"
"Enterprise, Business-Process and Information Systems Modeling","Lecture Notes in Business Information Processing","","","","10.1007/978-3-031-34241-7","Han van der AaDominik BorkHenderik A. ProperRainer Schmidt","2023","http://link.springer.com/book/10.1007/978-3-031-34241-7","Book"
"Role of emerging technologies in future IoT-driven Healthcare 4.0 technologies: a survey, current challenges and future directions","Journal of Ambient Intelligence and Humanized Computing","","14","1","10.1007/s12652-021-03302-w","Sreelakshmi KrishnamoorthyAmit DuaShashank Gupta","2023","http://link.springer.com/article/10.1007/s12652-021-03302-w","Article"
"Higher Education Learning Methodologies and Technologies Online","Communications in Computer and Information Science","","","","10.1007/978-3-031-29800-4","Giovanni FulantelliDaniel BurgosGabriella CasalinoMarta CimitileGiosuè Lo BoscoDavide Taibi","2023","http://link.springer.com/book/10.1007/978-3-031-29800-4","Book"
"Mobile Networks and Management","Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering","","","","10.1007/978-3-031-32443-7","Yuanlong CaoXun Shao","2023","http://link.springer.com/book/10.1007/978-3-031-32443-7","Book"
"Computer Science and Education","Communications in Computer and Information Science","","","","10.1007/978-981-99-2443-1","Wenxing HongYang Weng","2023","http://link.springer.com/book/10.1007/978-981-99-2443-1","Book"
"Big Data Intelligence and Computing","Lecture Notes in Computer Science","","","","10.1007/978-981-99-2233-8","Ching-Hsien HsuMengwei XuHung CaoHojjat BaghbanA. B. M. Shawkat Ali","2023","http://link.springer.com/book/10.1007/978-981-99-2233-8","Book"
"Improving Manufacturing Efficiency for Discontinuous Processes by Methodological Cross-Domain Knowledge Transfer","Internet of Production","","","","10.1007/978-3-030-98062-7_8-1","Yannik LocknerPaul BuskeMaximilian RudackZahra KheirandishMoritz KrögerStoyan StoyanovSeyed Ruhollah DokhanchiJulia JanowitzAlexander PeitzFridtjof RudolphChristian HopmannKirsten BobzinHendrik HeinemannChristian KalscheuerMarco CarletWolfgang Schulz","2023","http://link.springer.com/referenceworkentry/10.1007/978-3-030-98062-7_8-1","ReferenceWorkEntry"
"A Concept and a Multitenant Web Application for Interactive Software Architecture Analysis","Enterprise Design, Operations, and Computing. EDOC 2022 Workshops","","","","10.1007/978-3-031-26886-1_16","Stefan GudenkaufUwe BachmannNiklas Hartmann","2023","http://link.springer.com/chapter/10.1007/978-3-031-26886-1_16","Chapter"
"General Architecture Framework and General Modelling Framework: Interoperability of Enterprise Architecture","Innovative Intelligent Industrial Production and Logistics","","","","10.1007/978-3-031-37228-5_9","Qing LiZhixiong FangBohang Liang","2023","http://link.springer.com/chapter/10.1007/978-3-031-37228-5_9","Chapter"
"Smells in system user interactive tests","Empirical Software Engineering","","28","1","10.1007/s10664-022-10251-1","Renaud RwemalikaSarra HabchiMike PapadakisYves Le TraonMarie-Claude Brasseur","2022","http://link.springer.com/article/10.1007/s10664-022-10251-1","Article"
"Distributed real-time ETL architecture for unstructured big data","Knowledge and Information Systems","","64","12","10.1007/s10115-022-01757-7","Erum MehmoodTayyaba Anees","2022","http://link.springer.com/article/10.1007/s10115-022-01757-7","Article"
"Architecting dietary intake monitoring as a service combining NLP and IoT","Journal of Ambient Intelligence and Humanized Computing","","13","11","10.1007/s12652-019-01553-2","Antonio Benítez-GuijarroZoraida CallejasManuel NogueraKawtar Benghazi","2022","http://link.springer.com/article/10.1007/s12652-019-01553-2","Article"
"QoS-Aware Service Discovery and Selection Management for Cloud-Edge Computing Using a Hybrid Meta-Heuristic Algorithm in IoT","Wireless Personal Communications","","126","3","10.1007/s11277-021-09052-4","Ronghan WangJunwei Lu","2022","http://link.springer.com/article/10.1007/s11277-021-09052-4","Article"
"SOCAM: a service-oriented computing architecture modeling method","Software and Systems Modeling","","21","4","10.1007/s10270-021-00946-2","Paola Y. Reyes-DelgadoHector A. Duran-LimonManuel MoraLaura C. Rodriguez-Martinez","2022","http://link.springer.com/article/10.1007/s10270-021-00946-2","Article"
"Review on R&D task integrated management of intelligent manufacturing equipment","Neural Computing and Applications","","34","8","10.1007/s00521-022-07023-9","Teng RenTianyu LuoShuxuan LiLining XingShang Xiang","2022","http://link.springer.com/article/10.1007/s00521-022-07023-9","Article"
"Performance optimization for cloud computing systems in the microservice era: state-of-the-art and research opportunities","Frontiers of Computer Science","","16","6","10.1007/s11704-020-0072-3","Rong ZengXiaofeng HouLu ZhangChao LiWenli ZhengMinyi Guo","2022","http://link.springer.com/article/10.1007/s11704-020-0072-3","Article"
"Computational Science and Its Applications – ICCSA 2022","Lecture Notes in Computer Science","","","","10.1007/978-3-031-10522-7","Prof. Dr. Osvaldo GervasiBeniamino MurganteEligius M. T. HendrixDavid TaniarProf. Bernady O. Apduhan","2022","http://link.springer.com/book/10.1007/978-3-031-10522-7","Book"
"Software Architecture","Lecture Notes in Computer Science","","","","10.1007/978-3-031-15116-3","Prof. Patrizia ScandurraMatthias GalsterProf. Raffaela MirandolaProf. Dr. Danny Weyns","2022","http://link.springer.com/book/10.1007/978-3-031-15116-3","Book"
"Software Technologies","Communications in Computer and Information Science","","","","10.1007/978-3-031-11513-4","Prof. Dr. Hans-Georg FillDr. Marten van SinderenProf. Leszek A. Maciaszek","2022","http://link.springer.com/book/10.1007/978-3-031-11513-4","Book"
"Springer Handbook of Geographic Information","Springer Handbooks","","","","10.1007/978-3-030-53125-6","Wolfgang KresseDavid Danko","2022","http://link.springer.com/book/10.1007/978-3-030-53125-6","Book"
"Product-Focused Software Process Improvement","Lecture Notes in Computer Science","","","","10.1007/978-3-031-21388-5","Davide TaibiMarco KuhrmannTommi MikkonenJil KlünderPekka Abrahamsson","2022","http://link.springer.com/book/10.1007/978-3-031-21388-5","Book"
"Information Systems","Lecture Notes in Business Information Processing","","","","10.1007/978-3-030-95947-0","Prof. Marinos ThemistocleousDr. Maria Papadaki","2022","http://link.springer.com/book/10.1007/978-3-030-95947-0","Book"
"Systems, Software and Services Process Improvement","Communications in Computer and Information Science","","","","10.1007/978-3-031-15559-8","Murat YilmazPaul ClarkeRichard MessnarzBruno Wöran","2022","http://link.springer.com/book/10.1007/978-3-031-15559-8","Book"
"Domain-Specific Conceptual Modeling","","","","","10.1007/978-3-030-93547-4","Prof. Dr. Dimitris KaragiannisProf. Moonkun LeeProf. Dr. Knut HinkelmannDr. Wilfrid Utz","2022","http://link.springer.com/book/10.1007/978-3-030-93547-4","Book"
"Fundamentals of Enterprise Architecture Management","The Enterprise Engineering Series","","","","10.1007/978-3-030-96734-5","Dr. Jörg Ziemann","2022","http://link.springer.com/book/10.1007/978-3-030-96734-5","Book"
"Collaborative Computing: Networking, Applications and Worksharing","Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering","","","","10.1007/978-3-031-24383-7","Honghao GaoXinheng WangWei WeiTasos Dagiuklas","2022","http://link.springer.com/book/10.1007/978-3-031-24383-7","Book"
"Digital TV and Wireless Multimedia Communications","Communications in Computer and Information Science","","","","10.1007/978-981-19-2266-4","Prof. Guangtao ZhaiJun ZhouHua YangDr. Ping AnXiaokang Yang","2022","http://link.springer.com/book/10.1007/978-981-19-2266-4","Book"
"Innovative Computing","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-16-4258-6","Prof. Jason C. HungDr. Jia-Wei ChangDr. Yan PeiProf. Wei-Chen Wu","2022","http://link.springer.com/book/10.1007/978-981-16-4258-6","Book"
"Service-Oriented and Cloud Computing","Lecture Notes in Computer Science","","","","10.1007/978-3-031-04718-3","Dr. Fabrizio MontesiGeorge Angelos PapadopoulosWolf Zimmermann","2022","http://link.springer.com/book/10.1007/978-3-031-04718-3","Book"
"Banking 4.0","","","","","10.1007/978-981-16-6069-6","Mohan Bhatia","2022","http://link.springer.com/book/10.1007/978-981-16-6069-6","Book"
"Handbook of e-Tourism","","","","","10.1007/978-3-030-48652-5","Zheng XiangMatthias FuchsUlrike GretzelWolfram Höpken","2022","http://link.springer.com/referencework/10.1007/978-3-030-48652-5","ReferenceWork"
"Artificial Intelligence and Security","Lecture Notes in Computer Science","","","","10.1007/978-3-031-06788-4","Xingming SunProf. Xiaorui ZhangZhihua XiaProf. Dr. Elisa Bertino","2022","http://link.springer.com/book/10.1007/978-3-031-06788-4","Book"
"Enterprise Architecture Function","","","","","10.1007/978-3-030-84589-6","Ingo Arnold","2022","http://link.springer.com/book/10.1007/978-3-030-84589-6","Book"
"Web Services – ICWS 2021","Lecture Notes in Computer Science","","","","10.1007/978-3-030-96140-4","Chengzhong XuYunni XiaDr. Yuchao ZhangLiang-Jie Zhang","2022","http://link.springer.com/book/10.1007/978-3-030-96140-4","Book"
"Advanced Hybrid Information Processing","Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering","","","","10.1007/978-3-030-94554-1","Shuai LiuDr. Xuefei Ma","2022","http://link.springer.com/book/10.1007/978-3-030-94554-1","Book"
"Design, User Experience, and Usability: UX Research, Design, and Assessment","Lecture Notes in Computer Science","","","","10.1007/978-3-031-05897-4","Marcelo M. SoaresDr. Elizabeth RosenzweigDr. Aaron Marcus","2022","http://link.springer.com/book/10.1007/978-3-031-05897-4","Book"
"Database and Expert Systems Applications - DEXA 2022 Workshops","Communications in Computer and Information Science","","","","10.1007/978-3-031-14343-4","Prof. Dr. Gabriele KotsisA Min TjoaIsmail KhalilDr. Bernhard MoserProf. Dr. Alfred TaudesAtif MashkoorJohannes SametingerJorge Martinez-GilFlorian SobieczkyLukas FischerRudolf RamlerMaqbool KhanGerald Czech","2022","http://link.springer.com/book/10.1007/978-3-031-14343-4","Book"
"e-Learning, e-Education, and Online Training","Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering","","","","10.1007/978-3-031-21164-5","Weina FuGuanglu Sun","2022","http://link.springer.com/book/10.1007/978-3-031-21164-5","Book"
"Compendium on Enterprise Resource Planning","","","","","10.1007/978-3-030-93856-7","Dr. Siar Sarferaz","2022","http://link.springer.com/book/10.1007/978-3-030-93856-7","Book"
"Web Information Systems Engineering – WISE 2022","Lecture Notes in Computer Science","","","","10.1007/978-3-031-20891-1","Richard ChbeirHelen HuangFabrizio SilvestriYannis ManolopoulosYanchun Zhang","2022","http://link.springer.com/book/10.1007/978-3-031-20891-1","Book"
"Accelerating Digital Transformation","","","","","10.1007/978-3-031-10873-0","Jan BoschJan CarlsonHelena Holmström OlssonKristian SandahlMiroslaw Staron","2022","http://link.springer.com/book/10.1007/978-3-031-10873-0","Book"
"e-Learning, e-Education, and Online Training","Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering","","","","10.1007/978-3-031-21161-4","Weina FuGuanglu Sun","2022","http://link.springer.com/book/10.1007/978-3-031-21161-4","Book"
"Warranty Chain Management","Management for Professionals","","","","10.1007/978-981-19-2104-9","Dr. Albert Liao","2022","http://link.springer.com/book/10.1007/978-981-19-2104-9","Book"
"Business Information Systems Workshops","Lecture Notes in Business Information Processing","","","","10.1007/978-3-031-04216-4","Prof. Witold AbramowiczProf. Dr. Sören AuerDr. Milena Stróżyna","2022","http://link.springer.com/book/10.1007/978-3-031-04216-4","Book"
"Applied Technologies","Communications in Computer and Information Science","","","","10.1007/978-3-031-03884-6","Prof. Miguel Botto-TobarSergio Montes LeónPablo Torres-CarriónProf. Marcelo Zambrano VizueteBenjamin Durakovic","2022","http://link.springer.com/book/10.1007/978-3-031-03884-6","Book"
"LISS 2021","Lecture Notes in Operations Research","","","","10.1007/978-981-16-8656-6","Prof. Xianliang ShiGábor BohácsYixuan MaDaqing GongXiaopu Shang","2022","http://link.springer.com/book/10.1007/978-981-16-8656-6","Book"
"Encyclopedia of Big Data","","","","","10.1007/978-3-319-32010-6","Laurie A. SchintlerConnie L. McNeely","2022","http://link.springer.com/referencework/10.1007/978-3-319-32010-6","ReferenceWork"
"Pattern Recognition and Information Processing","Communications in Computer and Information Science","","","","10.1007/978-3-030-98883-8","Alexander V. TuzikovAlexei M. BelotserkovskyMarina M. Lukashevich","2022","http://link.springer.com/book/10.1007/978-3-030-98883-8","Book"
"Algorithms and Architectures for Parallel Processing","Lecture Notes in Computer Science","","","","10.1007/978-3-030-95391-1","Yongxuan LaiProf. Tian WangMin JiangGuangquan XuWei LiangAniello Castiglione","2022","http://link.springer.com/book/10.1007/978-3-030-95391-1","Book"
"Security in Computer and Information Sciences","Communications in Computer and Information Science","","","","10.1007/978-3-031-09357-9","Erol GelenbeMarija JankovicDionysios KehagiasAnna MartonAndras Vilmos","2022","http://link.springer.com/book/10.1007/978-3-031-09357-9","Book"
"Advances in Model and Data Engineering in the Digitalization Era","Communications in Computer and Information Science","","","","10.1007/978-3-031-23119-3","Philippe Fournier-VigerAhmed HassanLadjel BellatrecheAhmed AwadAbderrahim Ait WakrimeYassine OuhammouIdir Ait Sadoune","2022","http://link.springer.com/book/10.1007/978-3-031-23119-3","Book"
"Future Access Enablers for Ubiquitous and Intelligent Infrastructures","Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering","","","","10.1007/978-3-031-15101-9","Dragan PerakovicLucia Knapcikova","2022","http://link.springer.com/book/10.1007/978-3-031-15101-9","Book"
"International Conference on Artificial Intelligence for Smart Community","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-16-2183-3","Rosdiazli IbrahimK. PorkumaranRamani KannanNursyarizal Mohd NorS. Prabakar","2022","http://link.springer.com/book/10.1007/978-981-16-2183-3","Book"
"Proceedings of the International Field Exploration and Development Conference 2021","Springer Series in Geomechanics and Geoengineering","","","","10.1007/978-981-19-2149-0","Jia'en Lin","2022","http://link.springer.com/book/10.1007/978-981-19-2149-0","Book"
"Applications of Artificial Intelligence and Machine Learning","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-19-4831-2","Bhuvan UnhelkerHari Mohan PandeyGaurav Raj","2022","http://link.springer.com/book/10.1007/978-981-19-4831-2","Book"
"Web Engineering","Lecture Notes in Computer Science","","","","10.1007/978-3-031-09917-5","Prof. Tommaso Di NoiaDr. In-Young KoDr. Markus SchedlCarmelo Ardito","2022","http://link.springer.com/book/10.1007/978-3-031-09917-5","Book"
"Science and Technologies for Smart Cities","Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering","","","","10.1007/978-3-031-06371-8","Prof. Dr. Sara PaivaXuejun LiSérgio Ivan LopesNishu GuptaProf. Dr. Danda B. RawatDr. Asma PatelProf. Dr. Hamid Reza Karimi ","2022","http://link.springer.com/book/10.1007/978-3-031-06371-8","Book"
"Open Semantic Technologies for Intelligent Systems","Communications in Computer and Information Science","","","","10.1007/978-3-031-15882-7","Vladimir GolenkovViktor KrasnoproshinVladimir GolovkoDaniil Shunkevich","2022","http://link.springer.com/book/10.1007/978-3-031-15882-7","Book"
"Human Centered Computing","Lecture Notes in Computer Science","","","","10.1007/978-3-031-23741-6","Qiaohong ZuYong TangVladimir MladenovicAisha NaseerJizheng Wan","2022","http://link.springer.com/book/10.1007/978-3-031-23741-6","Book"
"Geospatial Intelligence","Advances in Science, Technology & Innovation","","","","10.1007/978-3-030-80458-9","Prof. Dr. Fatimazahra BarramouEl Hassan El BrirchiKhalifa MansouriDr. Youness Dehbi","2022","http://link.springer.com/book/10.1007/978-3-030-80458-9","Book"
"Advances in Artificial Intelligence and Security","Communications in Computer and Information Science","","","","10.1007/978-3-031-06761-7","Xingming SunProf. Xiaorui ZhangZhihua XiaProf. Dr. Elisa Bertino","2022","http://link.springer.com/book/10.1007/978-3-031-06761-7","Book"
"Enterprise Information Systems","Lecture Notes in Business Information Processing","","","","10.1007/978-3-031-08965-7","Prof. Dr. Joaquim FilipeMichał ŚmiałekAlexander BrodskySlimane Hammoudi","2022","http://link.springer.com/book/10.1007/978-3-031-08965-7","Book"
"Communications and Networking","Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering","","","","10.1007/978-3-030-99200-2","Honghao GaoJun WunProf. Jianwei YinFeifei ShenYulong ShenProf. Jun Yu","2022","http://link.springer.com/book/10.1007/978-3-030-99200-2","Book"
"Advanced Research in Technologies, Information, Innovation and Sustainability","Communications in Computer and Information Science","","","","10.1007/978-3-031-20319-0","Teresa GuardaFilipe PortelaMaria Fernanda Augusto","2022","http://link.springer.com/book/10.1007/978-3-031-20319-0","Book"
"Technologies and Innovation","Communications in Computer and Information Science","","","","10.1007/978-3-031-19961-5","Rafael Valencia-GarcíaMartha Bucaram-LeveroneJavier Del Cioppo-MorstadtNéstor Vera-LucioEmma Jácome-Murillo","2022","http://link.springer.com/book/10.1007/978-3-031-19961-5","Book"
"Electronic Government","Lecture Notes in Computer Science","","","","10.1007/978-3-031-15086-9","Marijn JanssenCsaba CsákiIda LindgrenEuripidis LoukisUlf MelinGabriela Viale PereiraManuel Pedro Rodríguez BolívarEfthimios Tambouris","2022","http://link.springer.com/book/10.1007/978-3-031-15086-9","Book"
"Computer Science – CACIC 2021","Communications in Computer and Information Science","","","","10.1007/978-3-031-05903-2","Dr. Patricia PesadoGustavo Gil","2022","http://link.springer.com/book/10.1007/978-3-031-05903-2","Book"
"Intelligent Tutoring Systems","Lecture Notes in Computer Science","","","","10.1007/978-3-031-09680-8","Scott CrossleyElvira Popescu","2022","http://link.springer.com/book/10.1007/978-3-031-09680-8","Book"
"Human-Computer Interaction. User Experience and Behavior","Lecture Notes in Computer Science","","","","10.1007/978-3-031-05412-9","Masaaki Kurosu","2022","http://link.springer.com/book/10.1007/978-3-031-05412-9","Book"
"Intelligent Cyber-Physical Systems for Autonomous Transportation","Internet of Things","","","","10.1007/978-3-030-92054-8","Sahil GargDr. Gagangeet Singh AujlaKuljeet KaurDr. Syed Hassan Ahmed Shah","2022","http://link.springer.com/book/10.1007/978-3-030-92054-8","Book"
"High-Performance Computing Systems and Technologies in Scientific Research, Automation of Control and Production","Communications in Computer and Information Science","","","","10.1007/978-3-030-94141-3","Vladimir JordanIlya TarasovVladimir Faerman","2022","http://link.springer.com/book/10.1007/978-3-030-94141-3","Book"
"Advanced Hybrid Information Processing","Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering","","","","10.1007/978-3-030-94551-0","Shuai LiuDr. Xuefei Ma","2022","http://link.springer.com/book/10.1007/978-3-030-94551-0","Book"
"Systematic Innovation Partnerships with Artificial Intelligence and Information Technology","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-031-17288-5","Robert NowakJerzy ChrząszczStelian Brad","2022","http://link.springer.com/book/10.1007/978-3-031-17288-5","Book"
"Fog-based architecture for scheduling multiple workflows with high availability requirement","Computing","","104","1","10.1007/s00607-021-00905-1","Fatemeh DavamiSahar AdabiAli RezaeeAmir Masoud Rahmani","2022","http://link.springer.com/article/10.1007/s00607-021-00905-1","Article"
"Advances in Architecture, Engineering and Technology","Advances in Science, Technology & Innovation","","","","10.1007/978-3-031-11232-4","Haşim AltanSamad SepasgozarAbdullateef OlanrewajuFrancisco José García PeñalvoAlessandro Gaetano SeverinoTiko IyamuJu Hyun Lee","2022","http://link.springer.com/book/10.1007/978-3-031-11232-4","Book"
"Standardization","Springer Handbook of Geographic Information","","","","10.1007/978-3-030-53125-6_15","Wolfgang KresseDavid DankoKian Fadaie","2022","http://link.springer.com/chapter/10.1007/978-3-030-53125-6_15","Chapter"
"EAM Implementation","Fundamentals of Enterprise Architecture Management","","","","10.1007/978-3-030-96734-5_4","Jörg Ziemann","2022","http://link.springer.com/chapter/10.1007/978-3-030-96734-5_4","Chapter"
"Foundations and Research Agenda for Simulation of Smart Ecosystems Architectures","Software Architecture","","","","10.1007/978-3-031-15116-3_15","Valdemar Vicente Graciano NetoWallace ManzanoPablo Oliveira AntoninoElisa Yumi Nakagawa","2022","http://link.springer.com/chapter/10.1007/978-3-031-15116-3_15","Chapter"
"A Service-Based Framework for Adaptive Data Curation in Data Lakehouses","Web Information Systems Engineering – WISE 2022","","","","10.1007/978-3-031-20891-1_17","Firas ZouariChirine Ghedira-GueganKhouloud BoukadiNadia Kabachi","2022","http://link.springer.com/chapter/10.1007/978-3-031-20891-1_17","Chapter"
"Personalization and Prediction System Based on Learner Assessment Attributes Using CNN in E-learning Environment","Applications of Artificial Intelligence and Machine Learning","","","","10.1007/978-981-19-4831-2_28","J. I. Christy EunaicyV. SundaravadiveluS. Suguna","2022","http://link.springer.com/chapter/10.1007/978-981-19-4831-2_28","Chapter"
