Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Software Architecture Measurement—Experiences from a Multinational Company","Software Architecture","","","","10.1007/978-3-030-00761-4_20","Wensheng WuYuanfang CaiRick KazmanRan MoZhipeng LiuRongbiao ChenYingan GeWeicai LiuJunhui Zhang","2018","http://link.springer.com/chapter/10.1007/978-3-030-00761-4_20","Chapter"
"Comparing Static and Dynamic Weighted Software Coupling Metrics","Information and Software Technologies","","","","10.1007/978-3-030-30275-7_22","Henning SchnoorWilhelm Hasselbring","2019","http://link.springer.com/chapter/10.1007/978-3-030-30275-7_22","Chapter"
"A Process Framework for Designing Software Reference Architectures for Providing Tools as a Service","Product-Focused Software Process Improvement","","","","10.1007/978-3-319-49094-6_8","Muhammad Aufeef ChauhanMuhammad Ali BabarChristian W. Probst","2016","http://link.springer.com/chapter/10.1007/978-3-319-49094-6_8","Chapter"
"A Three-Dimensional Approach for a Quality-Based Alignment Between Requirements and Architecture","Exploring Services Science","","","","10.1007/978-3-319-32689-4_9","Carlos E. SalgadoRicardo J. MachadoRita S. P. Maciel","2016","http://link.springer.com/chapter/10.1007/978-3-319-32689-4_9","Chapter"
"Piveau: A Large-Scale Open Data Management Platform Based on Semantic Web Technologies","The Semantic Web","","","","10.1007/978-3-030-49461-2_38","Fabian KirsteinKyriakos StefanidisBenjamin DittwaldSimon DutkowskiSebastian UrbanekManfred Hauswirth","2020","http://link.springer.com/chapter/10.1007/978-3-030-49461-2_38","Chapter"
"A Software Reusability Paradigm for Assessing Software-as-a-Service for Cloud Computing","Congress on Intelligent Systems","","","","10.1007/978-981-33-6981-8_37","DeepikaOm Prakash Sangwan","2021","http://link.springer.com/chapter/10.1007/978-981-33-6981-8_37","Chapter"
"A Survey of Existing Evaluation Frameworks for Service Identification Methods: Towards a Comprehensive Evaluation Framework","Knowledge Management in Organizations","","","","10.1007/978-3-319-95204-8_17","Basel Bani-IsmailYoucef Baghdadi","2018","http://link.springer.com/chapter/10.1007/978-3-319-95204-8_17","Chapter"
"A Trial User, Resources and Services Quality Evaluation for Grid Communities Sustainability","Computational Science and Its Applications -- ICCSA 2015","","","","10.1007/978-3-319-21407-8_24","Carlo ManualiAntonio Laganà","2015","http://link.springer.com/chapter/10.1007/978-3-319-21407-8_24","Chapter"
"Making the Case for Centralized Software Architecture Management","Software Quality. The Future of Systems- and Software Development","","","","10.1007/978-3-319-27033-3_8","Georg BuchgeherRainer WeinreichThomas Kriechbaum","2016","http://link.springer.com/chapter/10.1007/978-3-319-27033-3_8","Chapter"
"Aligning Business Requirements with Services Quality Characteristics by Using Logical Architectures","New Contributions in Information Systems and Technologies","","","","10.1007/978-3-319-16486-1_58","Carlos E. SalgadoRicardo J. MachadoRita S. P. Maciel","2015","http://link.springer.com/chapter/10.1007/978-3-319-16486-1_58","Chapter"
"Exploring Enterprise Knowledge Graphs: A Use Case in Software Engineering","The Semantic Web","","","","10.1007/978-3-319-93417-4_36","Marta SabouFajar J. EkaputraTudor IonescuJuergen MusilDaniel SchallKevin HallerArmin FriedlStefan Biffl","2018","http://link.springer.com/chapter/10.1007/978-3-319-93417-4_36","Chapter"
"IoT Architectural Styles","Software Architecture","","","","10.1007/978-3-030-00761-4_5","Henry MucciniMahyar Tourchi Moghaddam","2018","http://link.springer.com/chapter/10.1007/978-3-030-00761-4_5","Chapter"
"Topology-Aware Continuous Experimentation in Microservice-Based Applications","Service-Oriented Computing","","","","10.1007/978-3-030-65310-1_2","Gerald SchermannFábio OliveiraErik WitternPhilipp Leitner","2020","http://link.springer.com/chapter/10.1007/978-3-030-65310-1_2","Chapter"
"Towards the Method and Information Technology for Evaluation of Business Process Model Quality","Information and Communication Technologies in Education, Research, and Industrial Applications","","","","10.1007/978-3-030-77592-6_5","Andrii KoppDmytro Orlovskyi","2021","http://link.springer.com/chapter/10.1007/978-3-030-77592-6_5","Chapter"
"cloud-ATAM: Method for Analysing Resilient Attributes of Cloud-Based Architectures","Software Engineering for Resilient Systems","","","","10.1007/978-3-319-45892-2_8","David Ebo Adjepon-Yamoah","2016","http://link.springer.com/chapter/10.1007/978-3-319-45892-2_8","Chapter"
"A Multi-model Optimization Framework for the Model Driven Design of Cloud Applications","Search-Based Software Engineering","","","","10.1007/978-3-319-09940-8_5","Danilo ArdagnaGiovanni Paolo GibiliscoMichele CiavottaAlexander Lavrentev","2014","http://link.springer.com/chapter/10.1007/978-3-319-09940-8_5","Chapter"
"EFMLP: A Novel Model for Web Service QoS Prediction","Collaborative Computing: Networking, Applications and Worksharing","","","","10.1007/978-3-030-67540-0_22","Kailing YeHuiqun YuGuisheng FanLiqiong Chen","2021","http://link.springer.com/chapter/10.1007/978-3-030-67540-0_22","Chapter"
"Runtime Exceptions Handling for Collaborative SOA Applications","Collaborate Computing: Networking, Applications and Worksharing","","","","10.1007/978-3-319-59288-6_23","Bin WenZiqiang LuoSong Lin","2017","http://link.springer.com/chapter/10.1007/978-3-319-59288-6_23","Chapter"
"Improving the Quality of Architecture Design Through Peer-Reviews and Recombination","Software Architecture","","","","10.1007/978-3-319-23727-5_6","Mojtaba ShahinMuhammad Ali Babar","2015","http://link.springer.com/chapter/10.1007/978-3-319-23727-5_6","Chapter"
"For a Dynamic Web Services Discovery Model for Open Ecosystems of Software Providers","Boosting Collaborative Networks 4.0","","","","10.1007/978-3-030-62412-5_7","Ricardo J. RabeloHernesto A. RuizMaiara H. Cancian","2020","http://link.springer.com/chapter/10.1007/978-3-030-62412-5_7","Chapter"
"Towards Supporting International Standard-Based Software Engineering Approaches Using Semantic Web Technologies: A Systematic Literature Review","Technologies and Innovation","","","","10.1007/978-3-319-48024-4_14","Ricardo Colomo-PalaciosLuis Omar Colombo-MendozaRafael Valencia-García","2016","http://link.springer.com/chapter/10.1007/978-3-319-48024-4_14","Chapter"
"Human Factors in Software Development Processes: Measuring System Quality","Product-Focused Software Process Improvement","","","","10.1007/978-3-319-49094-6_57","Silvia AbrahaoMaria Teresa BaldassarreDanilo CaivanoYvonne DittrichRosa LanzilottiAntonio Piccinno","2016","http://link.springer.com/chapter/10.1007/978-3-319-49094-6_57","Chapter"
"Quality 4.0 - Transparent Product Quality Supervision in the Age of Industry 4.0","Impact and Opportunities of Artificial Intelligence Techniques in the Steel Industry","","","","10.1007/978-3-030-69367-1_5","Jens BrandenburgerChristoph SchirmJosef MelcherEdgar HanckeMarco VannucciValentina CollaSilvia CateniRami SellamiSébastien DupontAnnick MajchrowskiAsier Arteaga","2021","http://link.springer.com/chapter/10.1007/978-3-030-69367-1_5","Chapter"
"High Quality at Short Time-to-Market: Challenges Towards This Goal and Guidelines for the Realization","Software Quality: Methods and Tools for Better Software and Systems","","","","10.1007/978-3-319-71440-0_7","Frank ElberzhagerMatthias Naab","2018","http://link.springer.com/chapter/10.1007/978-3-319-71440-0_7","Chapter"
"A Flexible Architecture for Key Performance Indicators Assessment in Smart Cities","Software Architecture","","","","10.1007/978-3-030-58923-3_8","Martina De SanctisLudovico IovinoMaria Teresa RossiManuel Wimmer","2020","http://link.springer.com/chapter/10.1007/978-3-030-58923-3_8","Chapter"
"A Lightweight Formal Approach for Component Reuse","Knowledge and Systems Engineering","","","","10.1007/978-3-319-11680-8_41","Khai T. HuynhThang H. BuiTho T. Quan","2015","http://link.springer.com/chapter/10.1007/978-3-319-11680-8_41","Chapter"
"Network Visualization Survey","Computational Collective Intelligence","","","","10.1007/978-3-319-24306-1_27","Ales KomarekJakub PavlikVladimir Sobeslav","2015","http://link.springer.com/chapter/10.1007/978-3-319-24306-1_27","Chapter"
"Improving High Availability and Reliability of Health Interoperability Systems","New Perspectives in Information Systems and Technologies, Volume 2","","","","10.1007/978-3-319-05948-8_20","Fernando MarinsLuciana CardosoFilipe PortelaManuel F. SantosAntónio AbelhaJosé Machado","2014","http://link.springer.com/chapter/10.1007/978-3-319-05948-8_20","Chapter"
