Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Transformation-based processing of typed resources for multimedia sources in the IoT environment","Wireless Networks","","27","5","10.1007/s11276-019-02200-6","Honghao GaoYucong DuanLixu ShaoXiaobing Sun","2021","http://link.springer.com/article/10.1007/s11276-019-02200-6","Article"
"Design and achievement of cloud geodatabase for a sponge city","Journal of Central South University","","25","10","10.1007/s11771-018-3926-1","Jing-wei Hou 侯景伟Shi-qin Sun 孙诗琴Ren-tao Liu 刘仁涛Jian-hua Li 李建华Ming-xin Zhang 张明鑫","2018","http://link.springer.com/article/10.1007/s11771-018-3926-1","Article"
"Automated Analysis of Distributed Tracing: Challenges and Research Directions","Journal of Grid Computing","","19","1","10.1007/s10723-021-09551-5","Andre BentoJaime CorreiaRicardo FilipeFilipe AraujoJorge Cardoso","2021","http://link.springer.com/article/10.1007/s10723-021-09551-5","Article"
"Issues on developing interoperable cloud applications: definitions, concepts, approaches, requirements, characteristics and evaluation models","Journal of Software Engineering Research and Development","","4","1","10.1186/s40411-016-0033-6","Elias NogueiraAna MoreiraDaniel LucrédioVinícius GarciaRenata Fortes","2016","http://link.springer.com/article/10.1186/s40411-016-0033-6","Article"
"Exploring the ambient assisted living domain: a systematic review","Journal of Ambient Intelligence and Humanized Computing","","8","2","10.1007/s12652-016-0374-3","Davide CalvaresiDaniel CesariniPaolo SernaniMauro MarinoniAldo Franco DragoniArnon Sturm","2017","http://link.springer.com/article/10.1007/s12652-016-0374-3","Article"
"A novel distributed Social Internet of Things service recommendation scheme based on LSH forest","Personal and Ubiquitous Computing","","25","6","10.1007/s00779-019-01283-4","Biwei YanJiguo YuMeihong YangHonglu JiangZhiguo WanLina Ni","2021","http://link.springer.com/article/10.1007/s00779-019-01283-4","Article"
"The KlaperSuite framework for model-driven reliability analysis of component-based systems","Software & Systems Modeling","","13","4","10.1007/s10270-013-0334-8","Andrea CianconeMauro Luigi DragoAntonio FilieriVincenzo GrassiHeiko KoziolekRaffaela Mirandola","2014","http://link.springer.com/article/10.1007/s10270-013-0334-8","Article"
"Recent advanced applications and services for intelligent ubiquitous environments","Electronic Commerce Research","","14","3","10.1007/s10660-014-9142-7","Jongsung KimHan-Chieh ChaoUyen Trang Nguyen","2014","http://link.springer.com/article/10.1007/s10660-014-9142-7","Article"
"Perceptual rate-distortion optimization for H.264/AVC video coding from both signal and vision perspectives","Multimedia Tools and Applications","","75","5","10.1007/s11042-015-2533-5","Pinghua ZhaoYanwei LiuJinxia LiuRuixiao YaoSong Ci","2016","http://link.springer.com/article/10.1007/s11042-015-2533-5","Article"
"Requirements model driven adaption and evolution of Internetware","Science China Information Sciences","","57","6","10.1007/s11432-014-5064-1","Lin LiuChen YangJianMin WangXiaoJun YeYingBo LiuHongJi YangXiaoDong Liu","2014","http://link.springer.com/article/10.1007/s11432-014-5064-1","Article"
"Patients Decision Aid System Based on FHIR Profiles","Journal of Medical Systems","","42","9","10.1007/s10916-018-1016-4","Ilia SemenovGeorgy KopanitsaDmitry DenisovYakovenko AlexandrRoman OsenevYury Andreychuk","2018","http://link.springer.com/article/10.1007/s10916-018-1016-4","Article"
"A brokered Virtual Hub approach for the generation of web applications based on historical maps","Applied Geomatics","","10","4","10.1007/s12518-018-0235-1","Mattia PrevitaliMiguel Ángel Latre","2018","http://link.springer.com/article/10.1007/s12518-018-0235-1","Article"
"Self-adaptation by coordination-targeted reconfigurations","Journal of Software Engineering Research and Development","","3","1","10.1186/s40411-015-0021-2","Nuno OliveiraLuís S Barbosa","2015","http://link.springer.com/article/10.1186/s40411-015-0021-2","Article"
"An efficient approach for multi-user multi-cloud service composition in human–land sustainable computational systems","The Journal of Supercomputing","","76","7","10.1007/s11227-019-03140-w","Beibei PangFei HaoYixuan YangDoo-Soon Park","2020","http://link.springer.com/article/10.1007/s11227-019-03140-w","Article"
"Business process flexibility - a systematic literature review with a software systems perspective","Information Systems Frontiers","","20","2","10.1007/s10796-016-9678-2","Riccardo CogniniFlavio CorradiniStefania GnesiAndrea PoliniBarbara Re","2018","http://link.springer.com/article/10.1007/s10796-016-9678-2","Article"
"Fully automated resource retrieval in telecommunications and internet converged environments","Information Systems Frontiers","","16","1","10.1007/s10796-013-9457-2","Luis Javier Suarez-MezaJulián Andrés ZúñigaEdgar Camilo PedrazaJuan Carlos Corrales","2014","http://link.springer.com/article/10.1007/s10796-013-9457-2","Article"
"Crowdsource mapping of target buildings in hazard: the utilization of smartphone technologies and geographic services","Applied Geomatics","","12","1","10.1007/s12518-019-00280-9","Mohammad H. VahidniaFarhad HosseinaliMaryam Shafiei","2020","http://link.springer.com/article/10.1007/s12518-019-00280-9","Article"
"A six-layer architecture for the digital twin: a manufacturing case study implementation","Journal of Intelligent Manufacturing","","31","6","10.1007/s10845-019-01516-6","A. J. H. RedelinghuysA. H. BassonK. Kruger","2020","http://link.springer.com/article/10.1007/s10845-019-01516-6","Article"
"The nonfunctional requirement focus in medical device software: a systematic mapping study and taxonomy","Innovations in Systems and Software Engineering","","13","2 - 3","10.1007/s11334-017-0301-6","J. DeFrancoM. KassabP. LaplanteN. Laplante","2017","http://link.springer.com/article/10.1007/s11334-017-0301-6","Article"
"Optical wireless network convergence in support of energy-efficient mobile cloud services","Photonic Network Communications","","29","3","10.1007/s11107-015-0494-2","Markos P. AnastasopoulosAnna TzanakakiBijan Rahimzadeh RofoeeShuping PengYan YanDimitra SimeonidouGiada LandiGiacomo BerniniNicola CiulliJordi Ferrer RieraEduard EscalonaKostas KatsalisThanasis Korakis","2015","http://link.springer.com/article/10.1007/s11107-015-0494-2","Article"
"A tour of secure software engineering solutions for connected vehicles","Software Quality Journal","","26","4","10.1007/s11219-017-9393-3","Antonia BertolinoAntonello Calabro’Felicita Di GiandomenicoGiuseppe LamiFrancesca LonettiEda MarchettiFabio MartinelliIlaria MatteucciPaolo Mori","2018","http://link.springer.com/article/10.1007/s11219-017-9393-3","Article"
